Comuna;FECHA_INMUNIZACION;Dosis;N° de vacunados;Criterio_elegibilidad;Servicio
El Monte;2023-03-30;Única;97;Población General;Occidente
El Monte;2023-03-31;1° dosis;2;Población General;Occidente
El Monte;2023-03-31;Única;207;Población General;Occidente
El Monte;2023-04-01;Única;48;Población General;Occidente
El Monte;2023-04-03;1° dosis;1;Población General;Occidente
El Monte;2023-04-03;Única;117;Población General;Occidente
El Monte;2023-04-04;1° dosis;7;Población General;Occidente
El Monte;2023-04-04;Única;240;Población General;Occidente
El Monte;2023-04-05;1° dosis;4;Población General;Occidente
El Monte;2023-04-05;Única;191;Población General;Occidente
El Monte;2023-04-06;1° dosis;5;Población General;Occidente
El Monte;2023-04-06;Única;113;Población General;Occidente
El Monte;2023-04-10;1° dosis;3;Población General;Occidente
El Monte;2023-04-10;Única;93;Población General;Occidente
El Monte;2023-04-11;1° dosis;5;Población General;Occidente
El Monte;2023-04-11;Única;146;Población General;Occidente
El Monte;2023-04-12;1° dosis;10;Población General;Occidente
El Monte;2023-04-12;Única;181;Población General;Occidente
El Monte;2023-04-13;2° dosis;1;Población General;Occidente
El Monte;2023-04-13;Única;120;Población General;Occidente
El Monte;2023-04-14;2° dosis;2;Población General;Occidente
El Monte;2023-04-14;Única;169;Población General;Occidente
El Monte;2023-04-15;Única;19;Población General;Occidente
Estación Central;2023-03-15;1° dosis;17;Población General;Central
Estación Central;2023-03-15;Única;674;Población General;Central
Estación Central;2023-03-16;1° dosis;14;Población General;Central
Estación Central;2023-03-16;Única;745;Población General;Central
Estación Central;2023-03-17;1° dosis;21;Población General;Central
Estación Central;2023-03-17;Única;785;Población General;Central
Estación Central;2023-03-18;1° dosis;2;Población General;Central
Estación Central;2023-03-18;Única;21;Población General;Central
Estación Central;2023-03-19;Única;2;Población General;Central
Estación Central;2023-03-20;1° dosis;25;Población General;Central
Estación Central;2023-03-20;Única;708;Población General;Central
Estación Central;2023-03-21;1° dosis;25;Población General;Central
Estación Central;2023-03-21;EPRO;1;Población General;Central
Estación Central;2023-03-21;Única;810;Población General;Central
Estación Central;2023-03-22;1° dosis;30;Población General;Central
Estación Central;2023-03-22;Única;867;Población General;Central
Estación Central;2023-03-23;1° dosis;30;Población General;Central
Estación Central;2023-03-23;Única;937;Población General;Central
Estación Central;2023-03-24;1° dosis;30;Población General;Central
Estación Central;2023-03-24;Única;832;Población General;Central
Estación Central;2023-03-25;1° dosis;1;Población General;Central
Estación Central;2023-03-25;Única;39;Población General;Central
Estación Central;2023-03-27;1° dosis;28;Población General;Central
Estación Central;2023-03-27;Única;759;Población General;Central
Estación Central;2023-03-28;1° dosis;21;Población General;Central
Estación Central;2023-03-28;Única;860;Población General;Central
Estación Central;2023-03-29;1° dosis;33;Población General;Central
Estación Central;2023-03-29;2° dosis;1;Población General;Central
Estación Central;2023-03-29;EPRO;2;Población General;Central
Estación Central;2023-03-29;Única;649;Población General;Central
Estación Central;2023-03-30;1° dosis;24;Población General;Central
Estación Central;2023-03-30;EPRO;1;Población General;Central
Estación Central;2023-03-30;Única;842;Población General;Central
Estación Central;2023-03-31;1° dosis;11;Población General;Central
Estación Central;2023-03-31;Única;478;Población General;Central
Estación Central;2023-04-01;1° dosis;3;Población General;Central
Estación Central;2023-04-01;2° dosis;1;Población General;Central
Estación Central;2023-04-01;Única;52;Población General;Central
Estación Central;2023-04-03;1° dosis;70;Población General;Central
Estación Central;2023-04-03;Única;912;Población General;Central
Estación Central;2023-04-04;1° dosis;43;Población General;Central
Estación Central;2023-04-04;Única;887;Población General;Central
Estación Central;2023-04-05;1° dosis;51;Población General;Central
Estación Central;2023-04-05;Única;950;Población General;Central
Estación Central;2023-04-06;1° dosis;151;Población General;Central
Estación Central;2023-04-06;2° dosis;1;Población General;Central
Estación Central;2023-04-06;Única;730;Población General;Central
Estación Central;2023-04-10;1° dosis;118;Población General;Central
Estación Central;2023-04-10;Única;1287;Población General;Central
Estación Central;2023-04-11;1° dosis;83;Población General;Central
Estación Central;2023-04-11;2° dosis;3;Población General;Central
Estación Central;2023-04-11;Única;1267;Población General;Central
Estación Central;2023-04-12;1° dosis;160;Población General;Central
Estación Central;2023-04-12;Única;1365;Población General;Central
Estación Central;2023-04-13;1° dosis;84;Población General;Central
Estación Central;2023-04-13;2° dosis;1;Población General;Central
Estación Central;2023-04-13;Única;743;Población General;Central
Estación Central;2023-04-14;1° dosis;116;Población General;Central
Estación Central;2023-04-14;Única;717;Población General;Central
Estación Central;2023-04-15;1° dosis;3;Población General;Central
Estación Central;2023-04-15;Única;61;Población General;Central
Huechuraba;2023-03-15;1° dosis;8;Población General;Norte
Huechuraba;2023-03-15;Única;535;Población General;Norte
Huechuraba;2023-03-16;1° dosis;9;Población General;Norte
Huechuraba;2023-03-16;Única;700;Población General;Norte
Huechuraba;2023-03-17;1° dosis;10;Población General;Norte
Huechuraba;2023-03-17;Única;684;Población General;Norte
Huechuraba;2023-03-18;1° dosis;1;Población General;Norte
Huechuraba;2023-03-18;Única;317;Población General;Norte
Huechuraba;2023-03-19;Única;237;Población General;Norte
Huechuraba;2023-03-20;1° dosis;44;Población General;Norte
Huechuraba;2023-03-20;Única;645;Población General;Norte
Huechuraba;2023-03-21;1° dosis;39;Población General;Norte
Huechuraba;2023-03-21;Única;801;Población General;Norte
Huechuraba;2023-03-22;1° dosis;25;Población General;Norte
Huechuraba;2023-03-22;Única;846;Población General;Norte
Huechuraba;2023-03-23;1° dosis;49;Población General;Norte
Huechuraba;2023-03-23;Única;844;Población General;Norte
Huechuraba;2023-03-24;1° dosis;29;Población General;Norte
Huechuraba;2023-03-24;Única;712;Población General;Norte
Huechuraba;2023-03-25;1° dosis;6;Población General;Norte
Huechuraba;2023-03-25;Única;285;Población General;Norte
Huechuraba;2023-03-27;1° dosis;123;Población General;Norte
Huechuraba;2023-03-27;Única;1128;Población General;Norte
Huechuraba;2023-03-28;1° dosis;60;Población General;Norte
Huechuraba;2023-03-28;Única;721;Población General;Norte
Huechuraba;2023-03-29;1° dosis;56;Población General;Norte
Huechuraba;2023-03-29;Única;653;Población General;Norte
Huechuraba;2023-03-30;1° dosis;97;Población General;Norte
Huechuraba;2023-03-30;Única;971;Población General;Norte
Huechuraba;2023-03-31;1° dosis;62;Población General;Norte
Huechuraba;2023-03-31;Única;823;Población General;Norte
Huechuraba;2023-04-01;1° dosis;2;Población General;Norte
Huechuraba;2023-04-01;Única;100;Población General;Norte
Huechuraba;2023-04-02;Única;211;Población General;Norte
Huechuraba;2023-04-03;1° dosis;83;Población General;Norte
Huechuraba;2023-04-03;Única;940;Población General;Norte
Huechuraba;2023-04-04;1° dosis;123;Población General;Norte
Huechuraba;2023-04-04;Única;1328;Población General;Norte
Huechuraba;2023-04-05;1° dosis;104;Población General;Norte
Huechuraba;2023-04-05;Única;872;Población General;Norte
Huechuraba;2023-04-06;1° dosis;61;Población General;Norte
Huechuraba;2023-04-06;EPRO;1;Población General;Norte
Huechuraba;2023-04-06;Única;974;Población General;Norte
Huechuraba;2023-04-10;1° dosis;97;Población General;Norte
Huechuraba;2023-04-10;2° dosis;1;Población General;Norte
Huechuraba;2023-04-10;EPRO;1;Población General;Norte
Huechuraba;2023-04-10;Única;965;Población General;Norte
Huechuraba;2023-04-11;1° dosis;144;Población General;Norte
Huechuraba;2023-04-11;Única;973;Población General;Norte
Huechuraba;2023-04-12;1° dosis;62;Población General;Norte
Huechuraba;2023-04-12;Única;906;Población General;Norte
Huechuraba;2023-04-13;1° dosis;95;Población General;Norte
Huechuraba;2023-04-13;Única;964;Población General;Norte
Huechuraba;2023-04-14;1° dosis;60;Población General;Norte
Huechuraba;2023-04-14;2° dosis;3;Población General;Norte
Huechuraba;2023-04-14;Única;686;Población General;Norte
Huechuraba;2023-04-15;1° dosis;1;Población General;Norte
Huechuraba;2023-04-15;Única;132;Población General;Norte
Huechuraba;2023-04-16;1° dosis;1;Población General;Norte
Huechuraba;2023-04-16;Única;36;Población General;Norte
Independencia;2023-03-15;Única;1254;Población General;Norte
Independencia;2023-03-16;1° dosis;2;Población General;Norte
Independencia;2023-03-16;Única;1251;Población General;Norte
Independencia;2023-03-17;1° dosis;25;Población General;Norte
Independencia;2023-03-17;Única;1124;Población General;Norte
Independencia;2023-03-18;1° dosis;2;Población General;Norte
Independencia;2023-03-18;Única;67;Población General;Norte
Independencia;2023-03-20;1° dosis;24;Población General;Norte
Independencia;2023-03-20;Única;1299;Población General;Norte
Independencia;2023-03-21;1° dosis;15;Población General;Norte
Independencia;2023-03-21;Única;1087;Población General;Norte
Independencia;2023-03-22;1° dosis;23;Población General;Norte
Independencia;2023-03-22;Única;789;Población General;Norte
Independencia;2023-03-23;1° dosis;20;Población General;Norte
Independencia;2023-03-23;Única;789;Población General;Norte
Independencia;2023-03-24;1° dosis;26;Población General;Norte
Independencia;2023-03-24;Única;881;Población General;Norte
Independencia;2023-03-25;Única;83;Población General;Norte
Independencia;2023-03-26;Única;25;Población General;Norte
Independencia;2023-03-27;1° dosis;27;Población General;Norte
Independencia;2023-03-27;2° dosis;1;Población General;Norte
Independencia;2023-03-27;Única;601;Población General;Norte
Independencia;2023-03-28;1° dosis;16;Población General;Norte
Independencia;2023-03-28;Única;626;Población General;Norte
Independencia;2023-03-29;1° dosis;12;Población General;Norte
Independencia;2023-03-29;Única;627;Población General;Norte
Independencia;2023-03-30;1° dosis;2;Población General;Norte
Independencia;2023-03-30;Única;616;Población General;Norte
Independencia;2023-03-31;1° dosis;5;Población General;Norte
Independencia;2023-03-31;Única;517;Población General;Norte
Independencia;2023-04-01;Única;59;Población General;Norte
Independencia;2023-04-03;1° dosis;20;Población General;Norte
Independencia;2023-04-03;EPRO;2;Población General;Norte
Independencia;2023-04-03;Única;582;Población General;Norte
Independencia;2023-04-04;1° dosis;16;Población General;Norte
Independencia;2023-04-04;EPRO;1;Población General;Norte
Independencia;2023-04-04;Única;532;Población General;Norte
Independencia;2023-04-05;1° dosis;23;Población General;Norte
Independencia;2023-04-05;EPRO;1;Población General;Norte
Independencia;2023-04-05;Única;570;Población General;Norte
Independencia;2023-04-06;1° dosis;32;Población General;Norte
Independencia;2023-04-06;Única;560;Población General;Norte
Independencia;2023-04-08;Única;18;Población General;Norte
Independencia;2023-04-10;1° dosis;25;Población General;Norte
Independencia;2023-04-10;Única;445;Población General;Norte
Independencia;2023-04-11;1° dosis;31;Población General;Norte
Independencia;2023-04-11;Única;488;Población General;Norte
Independencia;2023-04-12;1° dosis;15;Población General;Norte
Independencia;2023-04-12;EPRO;1;Población General;Norte
Independencia;2023-04-12;Única;436;Población General;Norte
Independencia;2023-04-13;1° dosis;46;Población General;Norte
Independencia;2023-04-13;2° dosis;4;Población General;Norte
Independencia;2023-04-13;Única;522;Población General;Norte
Independencia;2023-04-14;1° dosis;18;Población General;Norte
Independencia;2023-04-14;2° dosis;1;Población General;Norte
Independencia;2023-04-14;Única;457;Población General;Norte
Independencia;2023-04-15;1° dosis;1;Población General;Norte
Independencia;2023-04-15;Única;139;Población General;Norte
Isla de Maipo;2023-03-15;1° dosis;3;Población General;Occidente
Isla de Maipo;2023-03-15;Única;116;Población General;Occidente
Isla de Maipo;2023-03-16;1° dosis;3;Población General;Occidente
Isla de Maipo;2023-03-16;Única;150;Población General;Occidente
Isla de Maipo;2023-03-17;1° dosis;3;Población General;Occidente
Isla de Maipo;2023-03-17;Única;225;Población General;Occidente
Isla de Maipo;2023-03-20;1° dosis;6;Población General;Occidente
Isla de Maipo;2023-03-20;Única;335;Población General;Occidente
Isla de Maipo;2023-03-21;1° dosis;2;Población General;Occidente
Isla de Maipo;2023-03-21;Única;334;Población General;Occidente
Isla de Maipo;2023-03-22;1° dosis;3;Población General;Occidente
Isla de Maipo;2023-03-22;Única;321;Población General;Occidente
Isla de Maipo;2023-03-23;1° dosis;4;Población General;Occidente
Isla de Maipo;2023-03-23;EPRO;1;Población General;Occidente
Isla de Maipo;2023-03-23;Única;298;Población General;Occidente
Isla de Maipo;2023-03-24;1° dosis;2;Población General;Occidente
Isla de Maipo;2023-03-24;Única;205;Población General;Occidente
Isla de Maipo;2023-03-25;Única;1;Población General;Occidente
Isla de Maipo;2023-03-27;1° dosis;9;Población General;Occidente
Isla de Maipo;2023-03-27;Única;448;Población General;Occidente
Isla de Maipo;2023-03-28;1° dosis;4;Población General;Occidente
Isla de Maipo;2023-03-28;EPRO;1;Población General;Occidente
Isla de Maipo;2023-03-28;Única;198;Población General;Occidente
Isla de Maipo;2023-03-29;1° dosis;6;Población General;Occidente
Isla de Maipo;2023-03-29;Única;406;Población General;Occidente
Isla de Maipo;2023-03-30;1° dosis;12;Población General;Occidente
Isla de Maipo;2023-03-30;Única;435;Población General;Occidente
Isla de Maipo;2023-03-31;Única;170;Población General;Occidente
Isla de Maipo;2023-04-01;Única;2;Población General;Occidente
Isla de Maipo;2023-04-03;1° dosis;12;Población General;Occidente
Isla de Maipo;2023-04-03;EPRO;2;Población General;Occidente
Isla de Maipo;2023-04-03;Única;328;Población General;Occidente
Isla de Maipo;2023-04-04;1° dosis;15;Población General;Occidente
Isla de Maipo;2023-04-04;Única;306;Población General;Occidente
Isla de Maipo;2023-04-05;1° dosis;18;Población General;Occidente
Isla de Maipo;2023-04-05;Única;245;Población General;Occidente
Isla de Maipo;2023-04-06;1° dosis;7;Población General;Occidente
Isla de Maipo;2023-04-06;Única;141;Población General;Occidente
Isla de Maipo;2023-04-10;1° dosis;19;Población General;Occidente
