Servicio;Comuna;CODIGO_DEIS;Establecimiento;Criterio_elegibilidad;N° de vacunados;Código Antiguo ;latitud;longitud
Central;Santiago;11-376;Centro de Salud Familiar Matta Sur;Estrategia Capullo;6;11-376;-33.461578;-70.655451
Central;Santiago;11-376;Centro de Salud Familiar Matta Sur;Niños y niñas de 6 meses a 5 años de edad;227;11-376;-33.461578;-70.655451
Central;Santiago;11-376;Centro de Salud Familiar Matta Sur;Otras prioridades;1;11-376;-33.461578;-70.655451
Central;Santiago;11-376;Centro de Salud Familiar Matta Sur;P. de salud: Privado;6;11-376;-33.461578;-70.655451
Central;Santiago;11-376;Centro de Salud Familiar Matta Sur;P. de salud: Público;149;11-376;-33.461578;-70.655451
Central;Santiago;11-376;Centro de Salud Familiar Matta Sur;Personas mayores de 65 años y más;991;11-376;-33.461578;-70.655451
Central;Santiago;11-376;Centro de Salud Familiar Matta Sur;Población General;2109;11-376;-33.461578;-70.655451
Central;Santiago;11-376;Centro de Salud Familiar Matta Sur;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;13;11-376;-33.461578;-70.655451
Central;Santiago;11-381;Centro de Salud Familiar Ignacio Domeyko;Embarazadas;185;11-381;-33.438921;-70.672467
Central;Santiago;11-381;Centro de Salud Familiar Ignacio Domeyko;Enfermos cronicos de 11 a 64 años de edad;1428;11-381;-33.438921;-70.672467
Central;Santiago;11-381;Centro de Salud Familiar Ignacio Domeyko;Escolares de 1° a 5° año básico;103;11-381;-33.438921;-70.672467
Central;Santiago;11-381;Centro de Salud Familiar Ignacio Domeyko;Estrategia Capullo;7;11-381;-33.438921;-70.672467
Central;Santiago;11-381;Centro de Salud Familiar Ignacio Domeyko;Niños y niñas de 6 meses a 5 años de edad;383;11-381;-33.438921;-70.672467
Central;Santiago;11-381;Centro de Salud Familiar Ignacio Domeyko;Otras prioridades;60;11-381;-33.438921;-70.672467
Central;Santiago;11-381;Centro de Salud Familiar Ignacio Domeyko;P. de salud: Privado;66;11-381;-33.438921;-70.672467
Central;Santiago;11-381;Centro de Salud Familiar Ignacio Domeyko;P. de salud: Público;275;11-381;-33.438921;-70.672467
Central;Santiago;11-381;Centro de Salud Familiar Ignacio Domeyko;Personas mayores de 65 años y más;3252;11-381;-33.438921;-70.672467
Central;Santiago;11-381;Centro de Salud Familiar Ignacio Domeyko;Población General;5800;11-381;-33.438921;-70.672467
Central;Santiago;11-381;Centro de Salud Familiar Ignacio Domeyko;Trabajadores de avícolas y de criaderos de cerdo;1;11-381;-33.438921;-70.672467
Central;Santiago;11-381;Centro de Salud Familiar Ignacio Domeyko;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;20;11-381;-33.438921;-70.672467
Norte;Colina;09-310;Centro de Salud Familiar Colina;Embarazadas;112;09-310;-33.205979;-70.670553
Norte;Colina;09-310;Centro de Salud Familiar Colina;Enfermos cronicos de 11 a 64 años de edad;1087;09-310;-33.205979;-70.670553
Norte;Colina;09-310;Centro de Salud Familiar Colina;Escolares de 1° a 5° año básico;197;09-310;-33.205979;-70.670553
Norte;Colina;09-310;Centro de Salud Familiar Colina;Niños y niñas de 6 meses a 5 años de edad;2043;09-310;-33.205979;-70.670553
Norte;Colina;09-310;Centro de Salud Familiar Colina;Otras prioridades;32;09-310;-33.205979;-70.670553
Norte;Colina;09-310;Centro de Salud Familiar Colina;P. de salud: Privado;85;09-310;-33.205979;-70.670553
Norte;Colina;09-310;Centro de Salud Familiar Colina;P. de salud: Público;240;09-310;-33.205979;-70.670553
Norte;Colina;09-310;Centro de Salud Familiar Colina;Personas mayores de 65 años y más;1773;09-310;-33.205979;-70.670553
Norte;Colina;09-310;Centro de Salud Familiar Colina;Población General;6123;09-310;-33.205979;-70.670553
Norte;Colina;09-310;Centro de Salud Familiar Colina;Trabajadores de avícolas y de criaderos de cerdo;8;09-310;-33.205979;-70.670553
Norte;Colina;09-310;Centro de Salud Familiar Colina;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;597;09-310;-33.205979;-70.670553
Norte;Colina;09-316;Centro de Salud Familiar Esmeralda;Embarazadas;48;09-316;-33.184133;-70.653657
Norte;Colina;09-316;Centro de Salud Familiar Esmeralda;Enfermos cronicos de 11 a 64 años de edad;584;09-316;-33.184133;-70.653657
Norte;Colina;09-316;Centro de Salud Familiar Esmeralda;Escolares de 1° a 5° año básico;23;09-316;-33.184133;-70.653657
Norte;Colina;09-316;Centro de Salud Familiar Esmeralda;Niños y niñas de 6 meses a 5 años de edad;161;09-316;-33.184133;-70.653657
Norte;Colina;09-316;Centro de Salud Familiar Esmeralda;Otras prioridades;2;09-316;-33.184133;-70.653657
Norte;Colina;09-316;Centro de Salud Familiar Esmeralda;P. de salud: Privado;2;09-316;-33.184133;-70.653657
Norte;Colina;09-316;Centro de Salud Familiar Esmeralda;P. de salud: Público;188;09-316;-33.184133;-70.653657
Norte;Colina;09-316;Centro de Salud Familiar Esmeralda;Personas mayores de 65 años y más;697;09-316;-33.184133;-70.653657
Norte;Colina;09-316;Centro de Salud Familiar Esmeralda;Población General;1682;09-316;-33.184133;-70.653657
Norte;Colina;09-316;Centro de Salud Familiar Esmeralda;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;2;09-316;-33.184133;-70.653657
Norte;Colina;09-417;Posta de Salud Rural Los Ingleses;Embarazadas;5;09-417;-33.267323;-70.678694
Norte;Colina;09-417;Posta de Salud Rural Los Ingleses;Enfermos cronicos de 11 a 64 años de edad;84;09-417;-33.267323;-70.678694
Norte;Colina;09-417;Posta de Salud Rural Los Ingleses;Escolares de 1° a 5° año básico;4;09-417;-33.267323;-70.678694
Norte;Colina;09-417;Posta de Salud Rural Los Ingleses;Niños y niñas de 6 meses a 5 años de edad;23;09-417;-33.267323;-70.678694
Norte;Colina;09-417;Posta de Salud Rural Los Ingleses;Otras prioridades;2;09-417;-33.267323;-70.678694
Norte;Colina;09-417;Posta de Salud Rural Los Ingleses;P. de salud: Público;3;09-417;-33.267323;-70.678694
Norte;Colina;09-417;Posta de Salud Rural Los Ingleses;Personas mayores de 65 años y más;96;09-417;-33.267323;-70.678694
Norte;Colina;09-417;Posta de Salud Rural Los Ingleses;Población General;215;09-417;-33.267323;-70.678694
Norte;Colina;09-418;Posta de Salud Rural Las Canteras;Embarazadas;3;09-418;-33.3043;-70.689015
Norte;Colina;09-418;Posta de Salud Rural Las Canteras;Enfermos cronicos de 11 a 64 años de edad;69;09-418;-33.3043;-70.689015
Norte;Colina;09-418;Posta de Salud Rural Las Canteras;Escolares de 1° a 5° año básico;1;09-418;-33.3043;-70.689015
Norte;Colina;09-418;Posta de Salud Rural Las Canteras;Estrategia Capullo;1;09-418;-33.3043;-70.689015
Norte;Colina;09-418;Posta de Salud Rural Las Canteras;Niños y niñas de 6 meses a 5 años de edad;6;09-418;-33.3043;-70.689015
Norte;Colina;09-418;Posta de Salud Rural Las Canteras;Personas mayores de 65 años y más;87;09-418;-33.3043;-70.689015
Norte;Colina;09-418;Posta de Salud Rural Las Canteras;Población General;165;09-418;-33.3043;-70.689015
Norte;Colina;09-418;Posta de Salud Rural Las Canteras;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;2;09-418;-33.3043;-70.689015
Norte;Colina;09-419;Posta de Salud Rural Santa Marta de Liray;Embarazadas;2;09-419;-33.240239;-70.736763
Norte;Colina;09-419;Posta de Salud Rural Santa Marta de Liray;Enfermos cronicos de 11 a 64 años de edad;72;09-419;-33.240239;-70.736763
Norte;Colina;09-419;Posta de Salud Rural Santa Marta de Liray;Escolares de 1° a 5° año básico;3;09-419;-33.240239;-70.736763
Norte;Colina;09-419;Posta de Salud Rural Santa Marta de Liray;Niños y niñas de 6 meses a 5 años de edad;20;09-419;-33.240239;-70.736763
Norte;Colina;09-419;Posta de Salud Rural Santa Marta de Liray;P. de salud: Público;5;09-419;-33.240239;-70.736763
Norte;Colina;09-419;Posta de Salud Rural Santa Marta de Liray;Personas mayores de 65 años y más;137;09-419;-33.240239;-70.736763
Norte;Colina;09-419;Posta de Salud Rural Santa Marta de Liray;Población General;348;09-419;-33.240239;-70.736763
Norte;Colina;09-419;Posta de Salud Rural Santa Marta de Liray;Trabajadores de avícolas y de criaderos de cerdo;112;09-419;-33.240239;-70.736763
Norte;Colina;09-420;Posta de Salud Rural Chacabuco (Colina);Embarazadas;2;09-420;-33.043488;-70.693602
Norte;Colina;09-420;Posta de Salud Rural Chacabuco (Colina);Enfermos cronicos de 11 a 64 años de edad;60;09-420;-33.043488;-70.693602
Norte;Colina;09-420;Posta de Salud Rural Chacabuco (Colina);Niños y niñas de 6 meses a 5 años de edad;5;09-420;-33.043488;-70.693602
Norte;Colina;09-420;Posta de Salud Rural Chacabuco (Colina);P. de salud: Público;2;09-420;-33.043488;-70.693602
Norte;Colina;09-420;Posta de Salud Rural Chacabuco (Colina);Personas mayores de 65 años y más;59;09-420;-33.043488;-70.693602
Norte;Colina;09-420;Posta de Salud Rural Chacabuco (Colina);Población General;127;09-420;-33.043488;-70.693602
Norte;Colina;09-716;Centro Comunitario de Salud Familiar Esmeralda;Embarazadas;16;09-716;-33.183727;-70.663439
Norte;Colina;09-716;Centro Comunitario de Salud Familiar Esmeralda;Enfermos cronicos de 11 a 64 años de edad;81;09-716;-33.183727;-70.663439
Norte;Colina;09-716;Centro Comunitario de Salud Familiar Esmeralda;Escolares de 1° a 5° año básico;3;09-716;-33.183727;-70.663439
Norte;Colina;09-716;Centro Comunitario de Salud Familiar Esmeralda;Niños y niñas de 6 meses a 5 años de edad;3;09-716;-33.183727;-70.663439
Norte;Colina;09-716;Centro Comunitario de Salud Familiar Esmeralda;Otras prioridades;10;09-716;-33.183727;-70.663439
Norte;Colina;09-716;Centro Comunitario de Salud Familiar Esmeralda;P. de salud: Público;10;09-716;-33.183727;-70.663439
Norte;Colina;09-716;Centro Comunitario de Salud Familiar Esmeralda;Personas mayores de 65 años y más;43;09-716;-33.183727;-70.663439
Norte;Colina;09-716;Centro Comunitario de Salud Familiar Esmeralda;Población General;165;09-716;-33.183727;-70.663439
Norte;Colina;09-810;SAR Colina;Enfermos cronicos de 11 a 64 años de edad;2;09-810;-33.206836;-70.677463
Norte;Colina;09-810;SAR Colina;P. de salud: Público;153;09-810;-33.206836;-70.677463
Norte;Colina;09-810;SAR Colina;Personas mayores de 65 años y más;3;09-810;-33.206836;-70.677463
Norte;Colina;09-810;SAR Colina;Población General;157;09-810;-33.206836;-70.677463
Norte;Conchalí;09-302;Centro de Salud Familiar Lucas Sierra;Embarazadas;51;09-302;-33.388856;-70.671249
Norte;Conchalí;09-302;Centro de Salud Familiar Lucas Sierra;Enfermos cronicos de 11 a 64 años de edad;1005;09-302;-33.388856;-70.671249
Norte;Conchalí;09-302;Centro de Salud Familiar Lucas Sierra;Escolares de 1° a 5° año básico;83;09-302;-33.388856;-70.671249
Norte;Conchalí;09-302;Centro de Salud Familiar Lucas Sierra;Estrategia Capullo;3;09-302;-33.388856;-70.671249
Norte;Conchalí;09-302;Centro de Salud Familiar Lucas Sierra;Niños y niñas de 6 meses a 5 años de edad;272;09-302;-33.388856;-70.671249
Norte;Conchalí;09-302;Centro de Salud Familiar Lucas Sierra;Otras prioridades;1;09-302;-33.388856;-70.671249
Norte;Conchalí;09-302;Centro de Salud Familiar Lucas Sierra;P. de salud: Privado;40;09-302;-33.388856;-70.671249
Norte;Conchalí;09-302;Centro de Salud Familiar Lucas Sierra;P. de salud: Público;232;09-302;-33.388856;-70.671249
Norte;Conchalí;09-302;Centro de Salud Familiar Lucas Sierra;Personas mayores de 65 años y más;1915;09-302;-33.388856;-70.671249
Norte;Conchalí;09-302;Centro de Salud Familiar Lucas Sierra;Población General;3695;09-302;-33.388856;-70.671249
Norte;Conchalí;09-302;Centro de Salud Familiar Lucas Sierra;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;53;09-302;-33.388856;-70.671249
Norte;Conchalí;09-308;Centro de Salud Familiar Alberto Bachelet Martínez;Embarazadas;34;09-308;-33.394414;-70.658337
Norte;Conchalí;09-308;Centro de Salud Familiar Alberto Bachelet Martínez;Enfermos cronicos de 11 a 64 años de edad;474;09-308;-33.394414;-70.658337
Norte;Conchalí;09-308;Centro de Salud Familiar Alberto Bachelet Martínez;Escolares de 1° a 5° año básico;30;09-308;-33.394414;-70.658337
Norte;Conchalí;09-308;Centro de Salud Familiar Alberto Bachelet Martínez;Estrategia Capullo;2;09-308;-33.394414;-70.658337
Norte;Conchalí;09-308;Centro de Salud Familiar Alberto Bachelet Martínez;Niños y niñas de 6 meses a 5 años de edad;76;09-308;-33.394414;-70.658337
Norte;Conchalí;09-308;Centro de Salud Familiar Alberto Bachelet Martínez;Otras prioridades;3;09-308;-33.394414;-70.658337
Norte;Conchalí;09-308;Centro de Salud Familiar Alberto Bachelet Martínez;P. de salud: Privado;1;09-308;-33.394414;-70.658337
Norte;Conchalí;09-308;Centro de Salud Familiar Alberto Bachelet Martínez;P. de salud: Público;155;09-308;-33.394414;-70.658337
Norte;Conchalí;09-308;Centro de Salud Familiar Alberto Bachelet Martínez;Personas mayores de 65 años y más;919;09-308;-33.394414;-70.658337
Norte;Conchalí;09-308;Centro de Salud Familiar Alberto Bachelet Martínez;Población General;1691;09-308;-33.394414;-70.658337
Norte;Conchalí;09-308;Centro de Salud Familiar Alberto Bachelet Martínez;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;11;09-308;-33.394414;-70.658337
Norte;Conchalí;09-309;Centro de Salud Familiar José Symon Ojeda;Embarazadas;35;09-309;-33.378315;-70.692373
Norte;Conchalí;09-309;Centro de Salud Familiar José Symon Ojeda;Enfermos cronicos de 11 a 64 años de edad;377;09-309;-33.378315;-70.692373
Norte;Conchalí;09-309;Centro de Salud Familiar José Symon Ojeda;Escolares de 1° a 5° año básico;33;09-309;-33.378315;-70.692373
Norte;Conchalí;09-309;Centro de Salud Familiar José Symon Ojeda;Estrategia Capullo;2;09-309;-33.378315;-70.692373
Norte;Conchalí;09-309;Centro de Salud Familiar José Symon Ojeda;Niños y niñas de 6 meses a 5 años de edad;98;09-309;-33.378315;-70.692373
Norte;Conchalí;09-309;Centro de Salud Familiar José Symon Ojeda;Otras prioridades;17;09-309;-33.378315;-70.692373
Norte;Conchalí;09-309;Centro de Salud Familiar José Symon Ojeda;P. de salud: Privado;5;09-309;-33.378315;-70.692373
Norte;Conchalí;09-309;Centro de Salud Familiar José Symon Ojeda;P. de salud: Público;209;09-309;-33.378315;-70.692373
Norte;Conchalí;09-309;Centro de Salud Familiar José Symon Ojeda;Personas mayores de 65 años y más;1254;09-309;-33.378315;-70.692373
Norte;Conchalí;09-309;Centro de Salud Familiar José Symon Ojeda;Población General;2136;09-309;-33.378315;-70.692373
Norte;Conchalí;09-309;Centro de Salud Familiar José Symon Ojeda;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;18;09-309;-33.378315;-70.692373
Norte;Conchalí;09-314;Centro de Salud Familiar Juanita Aguirre;Embarazadas;31;09-314;-33.370386;-70.683005
Norte;Conchalí;09-314;Centro de Salud Familiar Juanita Aguirre;Enfermos cronicos de 11 a 64 años de edad;331;09-314;-33.370386;-70.683005
Norte;Conchalí;09-314;Centro de Salud Familiar Juanita Aguirre;Escolares de 1° a 5° año básico;23;09-314;-33.370386;-70.683005
Norte;Conchalí;09-314;Centro de Salud Familiar Juanita Aguirre;Niños y niñas de 6 meses a 5 años de edad;100;09-314;-33.370386;-70.683005
Norte;Conchalí;09-314;Centro de Salud Familiar Juanita Aguirre;Otras prioridades;6;09-314;-33.370386;-70.683005
Norte;Conchalí;09-314;Centro de Salud Familiar Juanita Aguirre;P. de salud: Privado;14;09-314;-33.370386;-70.683005
Norte;Conchalí;09-314;Centro de Salud Familiar Juanita Aguirre;P. de salud: Público;106;09-314;-33.370386;-70.683005
Norte;Conchalí;09-314;Centro de Salud Familiar Juanita Aguirre;Personas mayores de 65 años y más;839;09-314;-33.370386;-70.683005
Norte;Conchalí;09-314;Centro de Salud Familiar Juanita Aguirre;Población General;1428;09-314;-33.370386;-70.683005
Norte;Conchalí;09-314;Centro de Salud Familiar Juanita Aguirre;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;4;09-314;-33.370386;-70.683005
Norte;Huechuraba;09-305;Centro de Salud Familiar La Pincoya;Embarazadas;67;09-305;-33.373386;-70.63702
Norte;Huechuraba;09-305;Centro de Salud Familiar La Pincoya;Enfermos cronicos de 11 a 64 años de edad;1170;09-305;-33.373386;-70.63702
Norte;Huechuraba;09-305;Centro de Salud Familiar La Pincoya;Escolares de 1° a 5° año básico;71;09-305;-33.373386;-70.63702
Norte;Huechuraba;09-305;Centro de Salud Familiar La Pincoya;Estrategia Capullo;24;09-305;-33.373386;-70.63702
Norte;Huechuraba;09-305;Centro de Salud Familiar La Pincoya;Niños y niñas de 6 meses a 5 años de edad;151;09-305;-33.373386;-70.63702
Norte;Huechuraba;09-305;Centro de Salud Familiar La Pincoya;Otras prioridades;2;09-305;-33.373386;-70.63702
Norte;Huechuraba;09-305;Centro de Salud Familiar La Pincoya;P. de salud: Privado;7;09-305;-33.373386;-70.63702
Norte;Huechuraba;09-305;Centro de Salud Familiar La Pincoya;P. de salud: Público;240;09-305;-33.373386;-70.63702
Norte;Huechuraba;09-305;Centro de Salud Familiar La Pincoya;Personas mayores de 65 años y más;1150;09-305;-33.373386;-70.63702
Norte;Huechuraba;09-305;Centro de Salud Familiar La Pincoya;Población General;2892;09-305;-33.373386;-70.63702
Norte;Huechuraba;09-305;Centro de Salud Familiar La Pincoya;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;46;09-305;-33.373386;-70.63702
