Comuna;CODIGO_DEIS;Establecimiento;Dosis;N° de vacunados;Criterio_elegibilidad;Servicio;Código Antiguo ;latitud;longitud
La Pintana;14-319;Centro de Salud Familiar El Roble;1° dosis;53;Población General;Suroriente;14-319;-33.563873;-70.647535
La Pintana;14-319;Centro de Salud Familiar El Roble;Única;2663;Población General;Suroriente;14-319;-33.563873;-70.647535
La Pintana;14-327;Centro de Salud Familiar Juan Pablo II Red de Salud UC CHRISTUS;1° dosis;79;Población General;Suroriente;14-327;-33.595431;-70.621698
La Pintana;14-327;Centro de Salud Familiar Juan Pablo II Red de Salud UC CHRISTUS;Única;1572;Población General;Suroriente;14-327;-33.595431;-70.621698
La Reina;12-317;Centro de Salud Familiar Ossandon;1° dosis;199;Población General;Oriente;12-317;-33.442855;-70.54447
La Reina;12-317;Centro de Salud Familiar Ossandon;2° dosis;1;Población General;Oriente;12-317;-33.442855;-70.54447
La Reina;12-317;Centro de Salud Familiar Ossandon;EPRO;1;Población General;Oriente;12-317;-33.442855;-70.54447
La Reina;12-317;Centro de Salud Familiar Ossandon;Única;11546;Población General;Oriente;12-317;-33.442855;-70.54447
La Reina;12-320;Centro de Salud Familiar Juan Pablo II ( La Reina);1° dosis;231;Población General;Oriente;12-320;-33.456864;-70.532647
La Reina;12-320;Centro de Salud Familiar Juan Pablo II ( La Reina);Única;1656;Población General;Oriente;12-320;-33.456864;-70.532647
La Reina;12-530;Hospital Militar de Santiago;1° dosis;52;Población General;Oriente;12-530;-33.45281;-70.56351
La Reina;12-530;Hospital Militar de Santiago;Única;5526;Población General;Oriente;12-530;-33.45281;-70.56351
Lampa;09-311;Centro de Salud Familiar José Bauza Frau;1° dosis;391;Población General;Norte;09-311;-33.285648;-70.876237
Lampa;09-311;Centro de Salud Familiar José Bauza Frau;2° dosis;1;Población General;Norte;09-311;-33.285648;-70.876237
Lampa;09-311;Centro de Salud Familiar José Bauza Frau;Única;4952;Población General;Norte;09-311;-33.285648;-70.876237
Lampa;09-312;Centro de Salud Familiar Batuco;1° dosis;162;Población General;Norte;09-312;-33.241849;-70.81415
Lampa;09-312;Centro de Salud Familiar Batuco;2° dosis;1;Población General;Norte;09-312;-33.241849;-70.81415
Lampa;09-312;Centro de Salud Familiar Batuco;Única;2696;Población General;Norte;09-312;-33.241849;-70.81415
Las Condes;12-204;Nueva Clínica Cordillera;1° dosis;24;Población General;Oriente;12-204;-33.42206;-70.52727
Las Condes;12-204;Nueva Clínica Cordillera;Única;569;Población General;Oriente;12-204;-33.42206;-70.52727
Las Condes;12-212;Clínica Las Condes;1° dosis;286;Población General;Oriente;12-212;-33.384094;-70.530151
Las Condes;12-212;Clínica Las Condes;2° dosis;4;Población General;Oriente;12-212;-33.384094;-70.530151
Las Condes;12-212;Clínica Las Condes;Única;4150;Población General;Oriente;12-212;-33.384094;-70.530151
Las Condes;12-238;Hospital FACH;1° dosis;27;Población General;Oriente;12-238;-33.395327;-70.548074
Las Condes;12-238;Hospital FACH;Única;4965;Población General;Oriente;12-238;-33.395327;-70.548074
Las Condes;12-248;Hospital Dipreca Teniente Hernán Merino;Única;1050;Población General;Oriente;12-248;-33.418694;-70.529475
Las Condes;12-261;Clínica San Carlos de Apoquindo Red de Salud UC CHRISTUS;1° dosis;73;Población General;Oriente;12-261;-33.40132;-70.51837
Las Condes;12-261;Clínica San Carlos de Apoquindo Red de Salud UC CHRISTUS;Única;1737;Población General;Oriente;12-261;-33.40132;-70.51837
Las Condes;12-272;Centro Médico Militar Rosa O'Higgins;1° dosis;12;Población General;Oriente;12-272;-33.405309;-70.585445
Las Condes;12-272;Centro Médico Militar Rosa O'Higgins;Única;1615;Población General;Oriente;12-272;-33.405309;-70.585445
Las Condes;12-304;Centro de Salud Familiar Apoquindo;1° dosis;193;Población General;Oriente;12-304;-33.400414;-70.56441
Las Condes;12-304;Centro de Salud Familiar Apoquindo;2° dosis;6;Población General;Oriente;12-304;-33.400414;-70.56441
Las Condes;12-304;Centro de Salud Familiar Apoquindo;Única;24602;Población General;Oriente;12-304;-33.400414;-70.56441
Las Condes;12-306;Centro de Salud Familiar Aníbal Ariztía;1° dosis;99;Población General;Oriente;12-306;-33.417067;-70.53311
Las Condes;12-306;Centro de Salud Familiar Aníbal Ariztía;2° dosis;4;Población General;Oriente;12-306;-33.417067;-70.53311
Las Condes;12-306;Centro de Salud Familiar Aníbal Ariztía;EPRO;1;Población General;Oriente;12-306;-33.417067;-70.53311
Las Condes;12-306;Centro de Salud Familiar Aníbal Ariztía;Única;4059;Población General;Oriente;12-306;-33.417067;-70.53311
Las Condes;12-950;Hospital Clínico Universidad de Los Andes;1° dosis;185;Población General;Oriente;12-950;-33.40656;-70.50017
Las Condes;12-950;Hospital Clínico Universidad de Los Andes;2° dosis;3;Población General;Oriente;12-950;-33.40656;-70.50017
Las Condes;12-950;Hospital Clínico Universidad de Los Andes;Única;4106;Población General;Oriente;12-950;-33.40656;-70.50017
Las Condes;201094;Vacunatorio Medicien Alto El Plomo;1° dosis;28;Población General;Oriente;201094;-33.404764;-70.570812
Las Condes;201094;Vacunatorio Medicien Alto El Plomo;Única;211;Población General;Oriente;201094;-33.404764;-70.570812
Las Condes;201157;Centro Médico y Dental Arauco Salud;1° dosis;34;Población General;Oriente;201157;-33.402191;-70.578247
Las Condes;201157;Centro Médico y Dental Arauco Salud;Única;492;Población General;Oriente;201157;-33.402191;-70.578247
Lo Barnechea;12-307;Centro de Salud Familiar Lo Barnechea;1° dosis;698;Población General;Oriente;12-307;-33.351854;-70.509989
Lo Barnechea;12-307;Centro de Salud Familiar Lo Barnechea;2° dosis;1;Población General;Oriente;12-307;-33.351854;-70.509989
Lo Barnechea;12-307;Centro de Salud Familiar Lo Barnechea;EPRO;2;Población General;Oriente;12-307;-33.351854;-70.509989
Lo Barnechea;12-307;Centro de Salud Familiar Lo Barnechea;Única;12237;Población General;Oriente;12-307;-33.351854;-70.509989
Lo Barnechea;12-522;Centro Médico Clínica Santa María La Dehesa;1° dosis;34;Población General;Oriente;12-522;-33.357673;-70.51444
Lo Barnechea;12-522;Centro Médico Clínica Santa María La Dehesa;2° dosis;2;Población General;Oriente;12-522;-33.357673;-70.51444
Lo Barnechea;12-522;Centro Médico Clínica Santa María La Dehesa;Única;802;Población General;Oriente;12-522;-33.357673;-70.51444
Lo Barnechea;12-527;Centro Médico Clínica Alemana (La Dehesa);1° dosis;201;Población General;Oriente;12-527;-33.355705;-70.526293
Lo Barnechea;12-527;Centro Médico Clínica Alemana (La Dehesa);2° dosis;2;Población General;Oriente;12-527;-33.355705;-70.526293
Lo Barnechea;12-527;Centro Médico Clínica Alemana (La Dehesa);Única;1665;Población General;Oriente;12-527;-33.355705;-70.526293
Lo Barnechea;12-906;Clínica MEDS La Dehesa;1° dosis;20;Población General;Oriente;12-906;-33.36385;-70.5446
Lo Barnechea;12-906;Clínica MEDS La Dehesa;Única;542;Población General;Oriente;12-906;-33.36385;-70.5446
Lo Espejo;13-308;Centro de Salud Familiar Clara Estrella;1° dosis;56;Población General;Sur;13-308;-33.514933;-70.676174
Lo Espejo;13-308;Centro de Salud Familiar Clara Estrella;2° dosis;2;Población General;Sur;13-308;-33.514933;-70.676174
Lo Espejo;13-308;Centro de Salud Familiar Clara Estrella;Única;2561;Población General;Sur;13-308;-33.514933;-70.676174
Lo Espejo;13-309;Centro de Salud Familiar Julio Acuña Pinzón;1° dosis;53;Población General;Sur;13-309;-33.522431;-70.69732
Lo Espejo;13-309;Centro de Salud Familiar Julio Acuña Pinzón;2° dosis;1;Población General;Sur;13-309;-33.522431;-70.69732
Lo Espejo;13-309;Centro de Salud Familiar Julio Acuña Pinzón;Única;2238;Población General;Sur;13-309;-33.522431;-70.69732
Lo Espejo;13-310;Centro de Salud Familiar Dra. Mariela Salgado Zepeda;1° dosis;58;Población General;Sur;13-310;-33.507423;-70.694073
Lo Espejo;13-310;Centro de Salud Familiar Dra. Mariela Salgado Zepeda;Única;2657;Población General;Sur;13-310;-33.507423;-70.694073
Lo Espejo;13-396;Centro de Salud Familiar Pueblo Lo Espejo;1° dosis;73;Población General;Sur;13-396;-33.53472;-70.696425
Lo Espejo;13-396;Centro de Salud Familiar Pueblo Lo Espejo;Única;3008;Población General;Sur;13-396;-33.53472;-70.696425
Lo Prado;10-315;Centro de Salud Familiar Santa Anita;1° dosis;118;Población General;Occidente;10-315;-33.43929;-70.7093
Lo Prado;10-315;Centro de Salud Familiar Santa Anita;2° dosis;3;Población General;Occidente;10-315;-33.43929;-70.7093
Lo Prado;10-315;Centro de Salud Familiar Santa Anita;Única;3784;Población General;Occidente;10-315;-33.43929;-70.7093
Lo Prado;10-316;Centro de Salud Familiar Pablo Neruda;1° dosis;118;Población General;Occidente;10-316;-33.450001;-70.730087
Lo Prado;10-316;Centro de Salud Familiar Pablo Neruda;EPRO;1;Población General;Occidente;10-316;-33.450001;-70.730087
Lo Prado;10-316;Centro de Salud Familiar Pablo Neruda;Única;5690;Población General;Occidente;10-316;-33.450001;-70.730087
Lo Prado;10-340;Centro de Salud Familiar Dr. Raúl Yazigi;1° dosis;440;Población General;Occidente;10-340;-33.451755;-70.71605
Lo Prado;10-340;Centro de Salud Familiar Dr. Raúl Yazigi;2° dosis;2;Población General;Occidente;10-340;-33.451755;-70.71605
Lo Prado;10-340;Centro de Salud Familiar Dr. Raúl Yazigi;EPRO;2;Población General;Occidente;10-340;-33.451755;-70.71605
Lo Prado;10-340;Centro de Salud Familiar Dr. Raúl Yazigi;Única;6244;Población General;Occidente;10-340;-33.451755;-70.71605
Lo Prado;10-345;Centro de Salud Familiar Dr. Carlos Avendaño;1° dosis;98;Población General;Occidente;10-345;-33.436875;-70.740448
Lo Prado;10-345;Centro de Salud Familiar Dr. Carlos Avendaño;2° dosis;3;Población General;Occidente;10-345;-33.436875;-70.740448
Lo Prado;10-345;Centro de Salud Familiar Dr. Carlos Avendaño;EPRO;1;Población General;Occidente;10-345;-33.436875;-70.740448
Lo Prado;10-345;Centro de Salud Familiar Dr. Carlos Avendaño;Única;4407;Población General;Occidente;10-345;-33.436875;-70.740448
Macul;12-312;Centro de Salud Familiar Félix de Amesti;1° dosis;375;Población General;Oriente;12-312;-33.501502;-70.593927
Macul;12-312;Centro de Salud Familiar Félix de Amesti;2° dosis;2;Población General;Oriente;12-312;-33.501502;-70.593927
Macul;12-312;Centro de Salud Familiar Félix de Amesti;EPRO;4;Población General;Oriente;12-312;-33.501502;-70.593927
Macul;12-312;Centro de Salud Familiar Félix de Amesti;Única;6568;Población General;Oriente;12-312;-33.501502;-70.593927
Macul;12-313;Centro de Salud Familiar Santa Julia;1° dosis;418;Población General;Oriente;12-313;-33.476364;-70.592875
Macul;12-313;Centro de Salud Familiar Santa Julia;EPRO;2;Población General;Oriente;12-313;-33.476364;-70.592875
Macul;12-313;Centro de Salud Familiar Santa Julia;Única;6081;Población General;Oriente;12-313;-33.476364;-70.592875
Macul;12-319;Centro de Salud Familiar Padre Alberto Hurtado;1° dosis;139;Población General;Oriente;12-319;-33.493484;-70.615109
Macul;12-319;Centro de Salud Familiar Padre Alberto Hurtado;EPRO;4;Población General;Oriente;12-319;-33.493484;-70.615109
Macul;12-319;Centro de Salud Familiar Padre Alberto Hurtado;Única;3255;Población General;Oriente;12-319;-33.493484;-70.615109
Macul;12-512;Centro Médico San Joaquín Red de Salud UC CHRISTUS;1° dosis;159;Población General;Oriente;12-512;-33.497116;-70.614619
Macul;12-512;Centro Médico San Joaquín Red de Salud UC CHRISTUS;Única;2297;Población General;Oriente;12-512;-33.497116;-70.614619
Maipú;11-101;Hospital Clínico Metropolitano El Carmen Doctor Luis Valentín Ferrada;Única;2052;Población General;Central;11-101;-33.508212;-70.774248
Maipú;11-304;Centro de Salud Familiar Maipú;1° dosis;250;Población General;Central;11-304;-33.504315;-70.75815
Maipú;11-304;Centro de Salud Familiar Maipú;2° dosis;1;Población General;Central;11-304;-33.504315;-70.75815
Maipú;11-304;Centro de Salud Familiar Maipú;EPRO;6;Población General;Central;11-304;-33.504315;-70.75815
Maipú;11-304;Centro de Salud Familiar Maipú;Única;9913;Población General;Central;11-304;-33.504315;-70.75815
Maipú;11-308;Centro de Salud Familiar Dr. José Eduardo Ahués Salame;1° dosis;165;Población General;Central;11-308;-33.505433;-70.774352
Maipú;11-308;Centro de Salud Familiar Dr. José Eduardo Ahués Salame;2° dosis;2;Población General;Central;11-308;-33.505433;-70.774352
Maipú;11-308;Centro de Salud Familiar Dr. José Eduardo Ahués Salame;EPRO;1;Población General;Central;11-308;-33.505433;-70.774352
Maipú;11-308;Centro de Salud Familiar Dr. José Eduardo Ahués Salame;Única;6363;Población General;Central;11-308;-33.505433;-70.774352
Maipú;11-309;Centro de Salud Familiar Dra. Ana María Juricic;1° dosis;217;Población General;Central;11-309;-33.514065;-70.796603
Maipú;11-309;Centro de Salud Familiar Dra. Ana María Juricic;EPRO;1;Población General;Central;11-309;-33.514065;-70.796603
Maipú;11-309;Centro de Salud Familiar Dra. Ana María Juricic;Única;3157;Población General;Central;11-309;-33.514065;-70.796603
Maipú;11-351;Centro de Referencia de Salud de Maipú;Única;328;Población General;Central;11-351;-33.508774;-70.771857
Maipú;11-378;Centro de Salud Familiar Dr. Iván Insunza;1° dosis;82;Población General;Central;11-378;-33.484273;-70.771353
Maipú;11-378;Centro de Salud Familiar Dr. Iván Insunza;EPRO;1;Población General;Central;11-378;-33.484273;-70.771353
Maipú;11-378;Centro de Salud Familiar Dr. Iván Insunza;Única;5740;Población General;Central;11-378;-33.484273;-70.771353
Maipú;11-379;Centro de Salud Familiar Clotario Blest;1° dosis;214;Población General;Central;11-379;-33.490025;-70.744879
Maipú;11-379;Centro de Salud Familiar Clotario Blest;2° dosis;1;Población General;Central;11-379;-33.490025;-70.744879
Maipú;11-379;Centro de Salud Familiar Clotario Blest;EPRO;2;Población General;Central;11-379;-33.490025;-70.744879
Maipú;11-379;Centro de Salud Familiar Clotario Blest;Única;8252;Población General;Central;11-379;-33.490025;-70.744879
Maipú;11-380;Centro de Salud Familiar Dr. Carlos Godoy;1° dosis;132;Población General;Central;11-380;-33.52776;-70.796393
Maipú;11-380;Centro de Salud Familiar Dr. Carlos Godoy;Única;5998;Población General;Central;11-380;-33.52776;-70.796393
Maipú;11-382;Centro de Salud Familiar Presidenta Michelle Bachelet;1° dosis;164;Población General;Central;11-382;-33.525395;-70.767836
Maipú;11-382;Centro de Salud Familiar Presidenta Michelle Bachelet;2° dosis;2;Población General;Central;11-382;-33.525395;-70.767836
Maipú;11-382;Centro de Salud Familiar Presidenta Michelle Bachelet;Única;9167;Población General;Central;11-382;-33.525395;-70.767836
Maipú;11-383;Centro de Salud Familiar Dr. Luis Ferrada;1° dosis;120;Población General;Central;11-383;-33.473168;-70.75602
Maipú;11-383;Centro de Salud Familiar Dr. Luis Ferrada;EPRO;1;Población General;Central;11-383;-33.473168;-70.75602
Maipú;11-383;Centro de Salud Familiar Dr. Luis Ferrada;Única;6039;Población General;Central;11-383;-33.473168;-70.75602
Maipú;201290;Vacunatorio INMUVAX;1° dosis;4;Población General;Central;201290;-33.498106;-70.75715
Maipú;201290;Vacunatorio INMUVAX;Única;49;Población General;Central;201290;-33.498106;-70.75715
María Pinto;10-385;Centro de Salud Familiar Adriana Madrid De Costabal;1° dosis;48;Población General;Occidente;10-385;-33.51714;-71.125008
María Pinto;10-385;Centro de Salud Familiar Adriana Madrid De Costabal;2° dosis;2;Población General;Occidente;10-385;-33.51714;-71.125008
María Pinto;10-385;Centro de Salud Familiar Adriana Madrid De Costabal;EPRO;1;Población General;Occidente;10-385;-33.51714;-71.125008
María Pinto;10-385;Centro de Salud Familiar Adriana Madrid De Costabal;Única;3060;Población General;Occidente;10-385;-33.51714;-71.125008
Melipilla;10-150;Hospital San José (Melipilla);1° dosis;4;Población General;Occidente;10-150;-33.69526;-71.214668
Melipilla;10-150;Hospital San José (Melipilla);Única;865;Población General;Occidente;10-150;-33.69526;-71.214668
Melipilla;10-270;Clínica Los Maitenes;1° dosis;37;Población General;Occidente;10-270;-33.6721;-71.21718
Melipilla;10-270;Clínica Los Maitenes;2° dosis;1;Población General;Occidente;10-270;-33.6721;-71.21718
Melipilla;10-270;Clínica Los Maitenes;Única;621;Población General;Occidente;10-270;-33.6721;-71.21718
Melipilla;10-378;Centro de Salud Familiar Dr. Edelberto Elgueta;1° dosis;231;Población General;Occidente;10-378;-33.681498;-71.22595
