Servicio;Comuna;Criterio_elegibilidad;N° de vacunados;Población objetivo;Avance vacunación;Desagregación;CODIGO_DEIS;Establecimiento;Dosis
Sur;Calera de Tango;Embarazadas;33;318.0;10.4;Comunas;;;
Central;Cerrillos;Embarazadas;130;1014.0;12.8;Comunas;;;
Occidente;Cerro Navia;Embarazadas;126;2014.0;6.3;Comunas;;;
Norte;Colina;Embarazadas;256;2478.0;10.3;Comunas;;;
Norte;Conchalí;Embarazadas;161;1683.0;9.6;Comunas;;;
Occidente;Curacaví;Embarazadas;24;421.0;5.7;Comunas;;;
Sur;El Bosque;Embarazadas;303;2323.0;13.0;Comunas;;;
Occidente;El Monte;Embarazadas;28;510.0;5.5;Comunas;;;
Central;Estación Central;Embarazadas;242;2633.0;9.2;Comunas;;;
Norte;Huechuraba;Embarazadas;168;1335.0;12.6;Comunas;;;
Norte;Independencia;Embarazadas;195;1979.0;9.9;Comunas;;;
Occidente;Isla de Maipo;Embarazadas;70;436.0;16.1;Comunas;;;
Sur;La Cisterna;Embarazadas;107;1158.0;9.2;Comunas;;;
Suroriente;La Florida;Embarazadas;352;4722.0;7.5;Comunas;;;
Suroriente;La Granja;Embarazadas;212;1507.0;14.1;Comunas;;;
Suroriente;La Pintana;Embarazadas;168;2653.0;6.3;Comunas;;;
Oriente;La Reina;Embarazadas;78;887.0;8.8;Comunas;;;
Norte;Lampa;Embarazadas;179;1914.0;9.4;Comunas;;;
Oriente;Las Condes;Embarazadas;352;3679.0;9.6;Comunas;;;
Oriente;Lo Barnechea;Embarazadas;140;1201.0;11.7;Comunas;;;
Sur;Lo Espejo;Embarazadas;137;1590.0;8.6;Comunas;;;
Occidente;Lo Prado;Embarazadas;183;1189.0;15.4;Comunas;;;
Oriente;Macul;Embarazadas;119;1465.0;8.1;Comunas;;;
Central;Maipú;Embarazadas;530;6061.0;8.7;Comunas;;;
Occidente;María Pinto;Embarazadas;14;167.0;8.4;Comunas;;;
Occidente;Melipilla;Embarazadas;281;1923.0;14.6;Comunas;;;
Occidente;Padre Hurtado;Embarazadas;55;1032.0;5.3;Comunas;;;
Sur;Paine;Embarazadas;116;1066.0;10.9;Comunas;;;
Sur;Pedro Aguirre Cerda;Embarazadas;126;1411.0;8.9;Comunas;;;
Occidente;Peñaflor;Embarazadas;119;1164.0;10.2;Comunas;;;
Oriente;Peñalolén;Embarazadas;275;2895.0;9.5;Comunas;;;
Suroriente;Pirque;Embarazadas;36;336.0;10.7;Comunas;;;
Oriente;Providencia;Embarazadas;129;1933.0;6.7;Comunas;;;
Occidente;Pudahuel;Embarazadas;374;3082.0;12.1;Comunas;;;
Suroriente;Puente Alto;Embarazadas;500;7328.0;6.8;Comunas;;;
Norte;Quilicura;Embarazadas;411;3491.0;11.8;Comunas;;;
Occidente;Quinta Normal;Embarazadas;104;1850.0;5.6;Comunas;;;
Norte;Recoleta;Embarazadas;221;2358.0;9.4;Comunas;;;
Occidente;Renca;Embarazadas;213;2121.0;10.0;Comunas;;;
Sur;San Bernardo;Embarazadas;225;4627.0;4.9;Comunas;;;
Sur;San Joaquín;Embarazadas;99;1165.0;8.5;Comunas;;;
Suroriente;San José de Maipo;Embarazadas;10;168.0;6.0;Comunas;;;
Sur;San Miguel;Embarazadas;201;1714.0;11.7;Comunas;;;
Occidente;San Pedro;Embarazadas;17;123.0;13.8;Comunas;;;
Suroriente;San Ramón;Embarazadas;63;1138.0;5.5;Comunas;;;
Central;Santiago;Embarazadas;582;6481.0;9.0;Comunas;;;
Occidente;Talagante;Embarazadas;81;1049.0;7.7;Comunas;;;
Norte;Tiltil;Embarazadas;36;289.0;12.5;Comunas;;;
Oriente;Vitacura;Embarazadas;132;1254.0;10.5;Comunas;;;
Oriente;Ñuñoa;Embarazadas;211;2855.0;7.4;Comunas;;;
Occidente;Alhué;Otras prioridades;18;248.0;7.3;Comunas;;;
Sur;Buin;Otras prioridades;251;1504.0;16.7;Comunas;;;
Sur;Calera de Tango;Otras prioridades;30;576.0;5.2;Comunas;;;
Central;Cerrillos;Otras prioridades;7;388.0;1.8;Comunas;;;
Occidente;Cerro Navia;Otras prioridades;4;2723.0;0.1;Comunas;;;
Norte;Colina;Otras prioridades;52;3561.0;1.5;Comunas;;;
Norte;Conchalí;Otras prioridades;27;1348.0;2.0;Comunas;;;
Occidente;Curacaví;Otras prioridades;1;655.0;0.2;Comunas;;;
Occidente;El Monte;Otras prioridades;9;634.0;1.4;Comunas;;;
Central;Estación Central;Otras prioridades;10;4058.0;0.2;Comunas;;;
Norte;Huechuraba;Otras prioridades;116;1906.0;6.1;Comunas;;;
Norte;Independencia;Otras prioridades;13;2054.0;0.6;Comunas;;;
Occidente;Isla de Maipo;Otras prioridades;15;1289.0;1.2;Comunas;;;
Sur;La Cisterna;Otras prioridades;23;4113.0;0.6;Comunas;;;
Suroriente;La Florida;Otras prioridades;55;3840.0;1.4;Comunas;;;
Suroriente;La Granja;Otras prioridades;41;1837.0;2.2;Comunas;;;
Suroriente;La Pintana;Otras prioridades;9;1298.0;0.7;Comunas;;;
Oriente;La Reina;Otras prioridades;100;3781.0;2.6;Comunas;;;
Norte;Lampa;Otras prioridades;25;429.0;5.8;Comunas;;;
Oriente;Las Condes;Otras prioridades;370;6416.0;5.8;Comunas;;;
Oriente;Lo Barnechea;Otras prioridades;25;1342.0;1.9;Comunas;;;
Sur;Lo Espejo;Otras prioridades;132;3367.0;3.9;Comunas;;;
Occidente;Lo Prado;Otras prioridades;13;2130.0;0.6;Comunas;;;
Oriente;Macul;Otras prioridades;57;1370.0;4.2;Comunas;;;
Central;Maipú;Otras prioridades;62;5629.0;1.1;Comunas;;;
Occidente;María Pinto;Otras prioridades;47;197.0;23.9;Comunas;;;
Occidente;Melipilla;Otras prioridades;163;763.0;21.4;Comunas;;;
Sur;Paine;Otras prioridades;16;4312.0;0.4;Comunas;;;
Sur;Pedro Aguirre Cerda;Otras prioridades;53;1571.0;3.4;Comunas;;;
Occidente;Peñaflor;Otras prioridades;31;1535.0;2.0;Comunas;;;
Oriente;Peñalolén;Otras prioridades;64;2747.0;2.3;Comunas;;;
Suroriente;Pirque;Otras prioridades;1;200.0;0.5;Comunas;;;
Oriente;Providencia;Otras prioridades;101;5710.0;1.8;Comunas;;;
Occidente;Pudahuel;Otras prioridades;14;2341.0;0.6;Comunas;;;
Suroriente;Puente Alto;Otras prioridades;219;6111.0;3.6;Comunas;;;
Norte;Quilicura;Otras prioridades;42;1047.0;4.0;Comunas;;;
Occidente;Quinta Normal;Otras prioridades;4;632.0;0.6;Comunas;;;
Norte;Recoleta;Otras prioridades;23;2943.0;0.8;Comunas;;;
Occidente;Renca;Otras prioridades;172;7803.0;2.2;Comunas;;;
Sur;San Bernardo;Otras prioridades;212;8438.0;2.5;Comunas;;;
Sur;San Joaquín;Otras prioridades;839;4107.0;20.4;Comunas;;;
Sur;San Miguel;Otras prioridades;70;2216.0;3.2;Comunas;;;
Occidente;San Pedro;Otras prioridades;2;239.0;0.8;Comunas;;;
Suroriente;San Ramón;Otras prioridades;142;2035.0;7.0;Comunas;;;
Central;Santiago;Otras prioridades;367;9720.0;3.8;Comunas;;;
Occidente;Talagante;Otras prioridades;8;2480.0;0.3;Comunas;;;
Norte;Tiltil;Otras prioridades;101;1238.0;8.2;Comunas;;;
Oriente;Vitacura;Otras prioridades;19;1088.0;1.7;Comunas;;;
Oriente;Ñuñoa;Otras prioridades;14;26254.0;0.1;Comunas;;;
Occidente;Alhué;P. de salud: Privado;2;5.0;40.0;Comunas;;;
Sur;Buin;P. de salud: Privado;169;205.0;82.4;Comunas;;;
Sur;Calera de Tango;P. de salud: Privado;16;63.0;25.4;Comunas;;;
Central;Cerrillos;P. de salud: Privado;49;59.0;83.1;Comunas;;;
Occidente;Cerro Navia;P. de salud: Privado;30;33.0;90.9;Comunas;;;
Norte;Colina;P. de salud: Privado;326;529.0;61.6;Comunas;;;
Norte;Conchalí;P. de salud: Privado;60;130.0;46.2;Comunas;;;
Occidente;Curacaví;P. de salud: Privado;22;63.0;34.9;Comunas;;;
Sur;El Bosque;P. de salud: Privado;107;151.0;70.9;Comunas;;;
Occidente;El Monte;P. de salud: Privado;6;15.0;40.0;Comunas;;;
Central;Estación Central;P. de salud: Privado;2944;5162.0;57.0;Comunas;;;
Norte;Huechuraba;P. de salud: Privado;100;157.0;63.7;Comunas;;;
Norte;Independencia;P. de salud: Privado;3167;4140.0;76.5;Comunas;;;
Occidente;Isla de Maipo;P. de salud: Privado;9;44.0;20.5;Comunas;;;
Sur;La Cisterna;P. de salud: Privado;239;175.0;136.6;Comunas;;;
Suroriente;La Florida;P. de salud: Privado;2166;3554.0;60.9;Comunas;;;
Suroriente;La Granja;P. de salud: Privado;38;208.0;18.3;Comunas;;;
Suroriente;La Pintana;P. de salud: Privado;129;225.0;57.3;Comunas;;;
Oriente;La Reina;P. de salud: Privado;245;888.0;27.6;Comunas;;;
Norte;Lampa;P. de salud: Privado;22;95.0;23.2;Comunas;;;
Oriente;Las Condes;P. de salud: Privado;6702;8810.0;76.1;Comunas;;;
Oriente;Lo Barnechea;P. de salud: Privado;796;2103.0;37.9;Comunas;;;
Sur;Lo Espejo;P. de salud: Privado;30;84.0;35.7;Comunas;;;
Occidente;Lo Prado;P. de salud: Privado;29;95.0;30.5;Comunas;;;
Oriente;Macul;P. de salud: Privado;580;870.0;66.7;Comunas;;;
Central;Maipú;P. de salud: Privado;443;560.0;79.1;Comunas;;;
Occidente;María Pinto;P. de salud: Privado;3;7.0;42.9;Comunas;;;
Occidente;Melipilla;P. de salud: Privado;479;559.0;85.7;Comunas;;;
Occidente;Padre Hurtado;P. de salud: Privado;27;87.0;31.0;Comunas;;;
Sur;Paine;P. de salud: Privado;29;126.0;23.0;Comunas;;;
Sur;Pedro Aguirre Cerda;P. de salud: Privado;56;148.0;37.8;Comunas;;;
Occidente;Peñaflor;P. de salud: Privado;14;80.0;17.5;Comunas;;;
Oriente;Peñalolén;P. de salud: Privado;245;572.0;42.8;Comunas;;;
Suroriente;Pirque;P. de salud: Privado;9;55.0;16.4;Comunas;;;
Oriente;Providencia;P. de salud: Privado;6015;11353.0;53.0;Comunas;;;
Occidente;Pudahuel;P. de salud: Privado;181;332.0;54.5;Comunas;;;
Suroriente;Puente Alto;P. de salud: Privado;689;1158.0;59.5;Comunas;;;
Norte;Quilicura;P. de salud: Privado;78;299.0;26.1;Comunas;;;
Occidente;Quinta Normal;P. de salud: Privado;31;129.0;24.0;Comunas;;;
Norte;Recoleta;P. de salud: Privado;1194;3795.0;31.5;Comunas;;;
Occidente;Renca;P. de salud: Privado;39;104.0;37.5;Comunas;;;
Sur;San Bernardo;P. de salud: Privado;226;1000.0;22.6;Comunas;;;
Sur;San Joaquín;P. de salud: Privado;46;153.0;30.1;Comunas;;;
Suroriente;San José de Maipo;P. de salud: Privado;27;66.0;40.9;Comunas;;;
Sur;San Miguel;P. de salud: Privado;251;252.0;99.6;Comunas;;;
Suroriente;San Ramón;P. de salud: Privado;20;31.0;64.5;Comunas;;;
Central;Santiago;P. de salud: Privado;4100;5430.0;75.5;Comunas;;;
Occidente;Talagante;P. de salud: Privado;61;237.0;25.7;Comunas;;;
Norte;Tiltil;P. de salud: Privado;17;20.0;85.0;Comunas;;;
Oriente;Vitacura;P. de salud: Privado;2456;7043.0;34.9;Comunas;;;
Oriente;Ñuñoa;P. de salud: Privado;1109;1388.0;79.9;Comunas;;;
Occidente;Alhué;P. de salud: Público;83;113.0;73.5;Comunas;;;
Sur;Buin;P. de salud: Público;948;1123.0;84.4;Comunas;;;
Sur;Calera de Tango;P. de salud: Público;131;189.0;69.3;Comunas;;;
Central;Cerrillos;P. de salud: Público;233;347.0;67.1;Comunas;;;
Occidente;Cerro Navia;P. de salud: Público;437;844.0;51.8;Comunas;;;
Norte;Colina;P. de salud: Público;611;882.0;69.3;Comunas;;;
Norte;Conchalí;P. de salud: Público;702;917.0;76.6;Comunas;;;
Occidente;Curacaví;P. de salud: Público;172;345.0;49.9;Comunas;;;
Sur;El Bosque;P. de salud: Público;1219;1825.0;66.8;Comunas;;;
Occidente;El Monte;P. de salud: Público;201;466.0;43.1;Comunas;;;
Central;Estación Central;P. de salud: Público;374;991.0;37.7;Comunas;;;
Norte;Huechuraba;P. de salud: Público;588;784.0;75.0;Comunas;;;
Norte;Independencia;P. de salud: Público;4343;6599.0;65.8;Comunas;;;
Occidente;Isla de Maipo;P. de salud: Público;250;327.0;76.5;Comunas;;;
Sur;La Cisterna;P. de salud: Público;414;666.0;62.2;Comunas;;;
Suroriente;La Florida;P. de salud: Público;3388;4659.0;72.7;Comunas;;;
Suroriente;La Granja;P. de salud: Público;578;1124.0;51.4;Comunas;;;
Suroriente;La Pintana;P. de salud: Público;563;1492.0;37.7;Comunas;;;
Oriente;La Reina;P. de salud: Público;2219;2194.0;101.1;Comunas;;;
Norte;Lampa;P. de salud: Público;442;567.0;78.0;Comunas;;;
Oriente;Las Condes;P. de salud: Público;1508;4206.0;35.9;Comunas;;;
Oriente;Lo Barnechea;P. de salud: Público;294;551.0;53.4;Comunas;;;
Sur;Lo Espejo;P. de salud: Público;513;727.0;70.6;Comunas;;;
Occidente;Lo Prado;P. de salud: Público;556;835.0;66.6;Comunas;;;
Oriente;Macul;P. de salud: Público;531;953.0;55.7;Comunas;;;
Central;Maipú;P. de salud: Público;3007;5180.0;58.1;Comunas;;;
Occidente;María Pinto;P. de salud: Público;88;128.0;68.8;Comunas;;;
Occidente;Melipilla;P. de salud: Público;1501;1627.0;92.3;Comunas;;;
Occidente;Padre Hurtado;P. de salud: Público;134;400.0;33.5;Comunas;;;
Sur;Paine;P. de salud: Público;363;488.0;74.4;Comunas;;;
Sur;Pedro Aguirre Cerda;P. de salud: Público;640;798.0;80.2;Comunas;;;
Occidente;Peñaflor;P. de salud: Público;781;1018.0;76.7;Comunas;;;
Oriente;Peñalolén;P. de salud: Público;2663;3357.0;79.3;Comunas;;;
Suroriente;Pirque;P. de salud: Público;261;268.0;97.4;Comunas;;;
Oriente;Providencia;P. de salud: Público;6185;8442.0;73.3;Comunas;;;
Occidente;Pudahuel;P. de salud: Público;1179;1752.0;67.3;Comunas;;;
Suroriente;Puente Alto;P. de salud: Público;4875;7922.0;61.5;Comunas;;;
Norte;Quilicura;P. de salud: Público;674;1442.0;46.7;Comunas;;;
Occidente;Quinta Normal;P. de salud: Público;2335;3623.0;64.4;Comunas;;;
Norte;Recoleta;P. de salud: Público;978;1890.0;51.7;Comunas;;;
Occidente;Renca;P. de salud: Público;724;1024.0;70.7;Comunas;;;
Sur;San Bernardo;P. de salud: Público;2933;4236.0;69.2;Comunas;;;
Sur;San Joaquín;P. de salud: Público;484;702.0;68.9;Comunas;;;
Suroriente;San José de Maipo;P. de salud: Público;440;695.0;63.3;Comunas;;;
Sur;San Miguel;P. de salud: Público;4491;7531.0;59.6;Comunas;;;
Occidente;San Pedro;P. de salud: Público;94;118.0;79.7;Comunas;;;
Suroriente;San Ramón;P. de salud: Público;1453;3513.0;41.4;Comunas;;;
Central;Santiago;P. de salud: Público;7026;16201.0;43.4;Comunas;;;
Occidente;Talagante;P. de salud: Público;829;1892.0;43.8;Comunas;;;
Norte;Tiltil;P. de salud: Público;205;244.0;84.0;Comunas;;;
Oriente;Vitacura;P. de salud: Público;229;310.0;73.9;Comunas;;;
Oriente;Ñuñoa;P. de salud: Público;686;3646.0;18.8;Comunas;;;
Occidente;Alhué;Trabajadores de avícolas y de criaderos de cerdo;1;0.0;0.0;Comunas;;;
Sur;Buin;Trabajadores de avícolas y de criaderos de cerdo;26;197.0;13.2;Comunas;;;
Sur;Calera de Tango;Trabajadores de avícolas y de criaderos de cerdo;7;53.0;13.2;Comunas;;;
Norte;Colina;Trabajadores de avícolas y de criaderos de cerdo;120;219.0;54.8;Comunas;;;
Occidente;Curacaví;Trabajadores de avícolas y de criaderos de cerdo;42;67.0;62.7;Comunas;;;
Sur;El Bosque;Trabajadores de avícolas y de criaderos de cerdo;1;10.0;10.0;Comunas;;;
Occidente;El Monte;Trabajadores de avícolas y de criaderos de cerdo;404;664.0;60.8;Comunas;;;
Norte;Huechuraba;Trabajadores de avícolas y de criaderos de cerdo;28;22.0;127.3;Comunas;;;
Norte;Independencia;Trabajadores de avícolas y de criaderos de cerdo;1;4.0;25.0;Comunas;;;
Occidente;Isla de Maipo;Trabajadores de avícolas y de criaderos de cerdo;77;210.0;36.7;Comunas;;;
Sur;La Cisterna;Trabajadores de avícolas y de criaderos de cerdo;326;516.0;63.2;Comunas;;;
Suroriente;La Florida;Trabajadores de avícolas y de criaderos de cerdo;3;6.0;50.0;Comunas;;;
Suroriente;La Granja;Trabajadores de avícolas y de criaderos de cerdo;4;26.0;15.4;Comunas;;;
Suroriente;La Pintana;Trabajadores de avícolas y de criaderos de cerdo;455;669.0;68.0;Comunas;;;
Oriente;La Reina;Trabajadores de avícolas y de criaderos de cerdo;2;4.0;50.0;Comunas;;;
Norte;Lampa;Trabajadores de avícolas y de criaderos de cerdo;3;152.0;2.0;Comunas;;;
Oriente;Las Condes;Trabajadores de avícolas y de criaderos de cerdo;6;7.0;85.7;Comunas;;;
Oriente;Lo Barnechea;Trabajadores de avícolas y de criaderos de cerdo;7;3.0;233.3;Comunas;;;
Sur;Lo Espejo;Trabajadores de avícolas y de criaderos de cerdo;1;2.0;50.0;Comunas;;;
Occidente;Lo Prado;Trabajadores de avícolas y de criaderos de cerdo;2;0.0;0.0;Comunas;;;
Central;Maipú;Trabajadores de avícolas y de criaderos de cerdo;7;81.0;8.6;Comunas;;;
Occidente;María Pinto;Trabajadores de avícolas y de criaderos de cerdo;17;62.0;27.4;Comunas;;;
Occidente;Melipilla;Trabajadores de avícolas y de criaderos de cerdo;619;1583.0;39.1;Comunas;;;
Sur;Paine;Trabajadores de avícolas y de criaderos de cerdo;12;113.0;10.6;Comunas;;;
Occidente;Peñaflor;Trabajadores de avícolas y de criaderos de cerdo;3;278.0;1.1;Comunas;;;
Oriente;Peñalolén;Trabajadores de avícolas y de criaderos de cerdo;2;5.0;40.0;Comunas;;;
Suroriente;Pirque;Trabajadores de avícolas y de criaderos de cerdo;119;138.0;86.2;Comunas;;;
Oriente;Providencia;Trabajadores de avícolas y de criaderos de cerdo;22;34.0;64.7;Comunas;;;
Occidente;Pudahuel;Trabajadores de avícolas y de criaderos de cerdo;2;110.0;1.8;Comunas;;;
Suroriente;Puente Alto;Trabajadores de avícolas y de criaderos de cerdo;7;120.0;5.8;Comunas;;;
Norte;Quilicura;Trabajadores de avícolas y de criaderos de cerdo;2;7.0;28.6;Comunas;;;
Norte;Recoleta;Trabajadores de avícolas y de criaderos de cerdo;6;74.0;8.1;Comunas;;;
Occidente;Renca;Trabajadores de avícolas y de criaderos de cerdo;1;4.0;25.0;Comunas;;;
Sur;San Bernardo;Trabajadores de avícolas y de criaderos de cerdo;434;688.0;63.1;Comunas;;;
Occidente;San Pedro;Trabajadores de avícolas y de criaderos de cerdo;185;1315.0;14.1;Comunas;;;
Suroriente;San Ramón;Trabajadores de avícolas y de criaderos de cerdo;1;0.0;0.0;Comunas;;;
Central;Santiago;Trabajadores de avícolas y de criaderos de cerdo;11;198.0;5.6;Comunas;;;
Occidente;Talagante;Trabajadores de avícolas y de criaderos de cerdo;111;117.0;94.9;Comunas;;;
Norte;Tiltil;Trabajadores de avícolas y de criaderos de cerdo;2;47.0;4.3;Comunas;;;
Oriente;Vitacura;Trabajadores de avícolas y de criaderos de cerdo;3;0.0;0.0;Comunas;;;
Occidente;Alhué;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;11;103.0;10.7;Comunas;;;
Sur;Buin;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;133;1162.0;11.4;Comunas;;;
Sur;Calera de Tango;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;100;363.0;27.5;Comunas;;;
Central;Cerrillos;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;92;1032.0;8.9;Comunas;;;
Occidente;Cerro Navia;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;23;930.0;2.5;Comunas;;;
Norte;Colina;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;608;2915.0;20.9;Comunas;;;
Norte;Conchalí;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;86;1098.0;7.8;Comunas;;;
Occidente;Curacaví;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;3;416.0;0.7;Comunas;;;
Sur;El Bosque;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;633;2247.0;28.2;Comunas;;;
Occidente;El Monte;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;35;733.0;4.8;Comunas;;;
Central;Estación Central;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;37;1594.0;2.3;Comunas;;;
Norte;Huechuraba;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;418;1081.0;38.7;Comunas;;;
Norte;Independencia;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;34;1091.0;3.1;Comunas;;;
Occidente;Isla de Maipo;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;66;571.0;11.6;Comunas;;;
Sur;La Cisterna;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;71;890.0;8.0;Comunas;;;
Suroriente;La Florida;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;317;4230.0;7.5;Comunas;;;
Suroriente;La Granja;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;920;1333.0;69.0;Comunas;;;
Suroriente;La Pintana;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;177;2552.0;6.9;Comunas;;;
Oriente;La Reina;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;261;1428.0;18.3;Comunas;;;
Norte;Lampa;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;192;1277.0;15.0;Comunas;;;
Oriente;Las Condes;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;301;1633.0;18.4;Comunas;;;
Oriente;Lo Barnechea;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;428;1957.0;21.9;Comunas;;;
Sur;Lo Espejo;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;12;952.0;1.3;Comunas;;;
Occidente;Lo Prado;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;233;1064.0;21.9;Comunas;;;
Oriente;Macul;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;310;1499.0;20.7;Comunas;;;
Central;Maipú;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;416;4535.0;9.2;Comunas;;;
Occidente;María Pinto;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;42;91.0;46.2;Comunas;;;
Occidente;Melipilla;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;454;2004.0;22.7;Comunas;;;
Occidente;Padre Hurtado;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;49;799.0;6.1;Comunas;;;
Sur;Paine;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;44;921.0;4.8;Comunas;;;
Sur;Pedro Aguirre Cerda;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;139;1510.0;9.2;Comunas;;;
Occidente;Peñaflor;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;43;967.0;4.4;Comunas;;;
