Comuna;CODIGO_DEIS;Establecimiento;Dosis;N° de vacunados;Criterio_elegibilidad;Servicio
Maipú;11-382;Centro de Salud Familiar Presidenta Michelle Bachelet;1° dosis;123;Población General;Central
Maipú;11-382;Centro de Salud Familiar Presidenta Michelle Bachelet;Única;7362;Población General;Central
Maipú;11-383;Centro de Salud Familiar Dr. Luis Ferrada;1° dosis;86;Población General;Central
Maipú;11-383;Centro de Salud Familiar Dr. Luis Ferrada;Única;4484;Población General;Central
Maipú;201290;Vacunatorio INMUVAX;1° dosis;3;Población General;Central
Maipú;201290;Vacunatorio INMUVAX;Única;38;Población General;Central
María Pinto;10-385;Centro de Salud Familiar Adriana Madrid De Costabal;1° dosis;34;Población General;Occidente
María Pinto;10-385;Centro de Salud Familiar Adriana Madrid De Costabal;EPRO;1;Población General;Occidente
María Pinto;10-385;Centro de Salud Familiar Adriana Madrid De Costabal;Única;2385;Población General;Occidente
Melipilla;10-150;Hospital San José (Melipilla);1° dosis;4;Población General;Occidente
Melipilla;10-150;Hospital San José (Melipilla);Única;864;Población General;Occidente
Melipilla;10-270;Clínica Los Maitenes;1° dosis;29;Población General;Occidente
Melipilla;10-270;Clínica Los Maitenes;Única;554;Población General;Occidente
Melipilla;10-378;Centro de Salud Familiar Dr. Edelberto Elgueta;1° dosis;191;Población General;Occidente
Melipilla;10-378;Centro de Salud Familiar Dr. Edelberto Elgueta;EPRO;2;Población General;Occidente
Melipilla;10-378;Centro de Salud Familiar Dr. Edelberto Elgueta;Única;3756;Población General;Occidente
Melipilla;10-379;Centro de Salud Familiar Dr. Francisco Boris Soler;1° dosis;119;Población General;Occidente
Melipilla;10-379;Centro de Salud Familiar Dr. Francisco Boris Soler;EPRO;2;Población General;Occidente
Melipilla;10-379;Centro de Salud Familiar Dr. Francisco Boris Soler;Única;3877;Población General;Occidente
Melipilla;10-380;Centro de Salud Familiar San Manuel;1° dosis;79;Población General;Occidente
Melipilla;10-380;Centro de Salud Familiar San Manuel;EPRO;1;Población General;Occidente
Melipilla;10-380;Centro de Salud Familiar San Manuel;Única;1333;Población General;Occidente
Melipilla;10-381;Centro de Salud Familiar Alfarera Rosa Reyes Vilches;1° dosis;18;Población General;Occidente
Melipilla;10-381;Centro de Salud Familiar Alfarera Rosa Reyes Vilches;Única;735;Población General;Occidente
Melipilla;10-440;Posta de Salud Rural Bollenar;1° dosis;35;Población General;Occidente
Melipilla;10-440;Posta de Salud Rural Bollenar;Única;906;Población General;Occidente
Melipilla;10-445;Posta de Salud Rural Pahuilmo;1° dosis;23;Población General;Occidente
Melipilla;10-445;Posta de Salud Rural Pahuilmo;Única;886;Población General;Occidente
Melipilla;10-455;Posta de salud Rural Pabellón;1° dosis;3;Población General;Occidente
Melipilla;10-455;Posta de salud Rural Pabellón;Única;65;Población General;Occidente
Melipilla;10-938;Centro de Salud Familiar Florencia;1° dosis;89;Población General;Occidente
Melipilla;10-938;Centro de Salud Familiar Florencia;2° dosis;1;Población General;Occidente
Melipilla;10-938;Centro de Salud Familiar Florencia;EPRO;1;Población General;Occidente
Melipilla;10-938;Centro de Salud Familiar Florencia;Única;7497;Población General;Occidente
Padre Hurtado;10-366;Centro de Salud Familiar Juan Pablo II ( Padre Hurtado);1° dosis;127;Población General;Occidente
Padre Hurtado;10-366;Centro de Salud Familiar Juan Pablo II ( Padre Hurtado);Única;4278;Población General;Occidente
Paine;13-318;Centro de Salud Familiar Dr. Miguel Ángel Solar (ex CESFAM Paine);1° dosis;143;Población General;Sur
Paine;13-318;Centro de Salud Familiar Dr. Miguel Ángel Solar (ex CESFAM Paine);EPRO;1;Población General;Sur
Paine;13-318;Centro de Salud Familiar Dr. Miguel Ángel Solar (ex CESFAM Paine);Única;3268;Población General;Sur
Paine;13-319;Centro de Salud Familiar Dr. Raúl Moya;1° dosis;40;Población General;Sur
Paine;13-319;Centro de Salud Familiar Dr. Raúl Moya;EPRO;1;Población General;Sur
Paine;13-319;Centro de Salud Familiar Dr. Raúl Moya;Única;1851;Población General;Sur
Paine;13-408;Posta de Salud Rural Pintué;1° dosis;18;Población General;Sur
Paine;13-408;Posta de Salud Rural Pintué;Única;594;Población General;Sur
Paine;13-409;Posta de Salud Rural Huelquén;1° dosis;24;Población General;Sur
Paine;13-409;Posta de Salud Rural Huelquén;EPRO;1;Población General;Sur
Paine;13-409;Posta de Salud Rural Huelquén;Única;644;Población General;Sur
Paine;13-410;Posta de Salud Rural Rangue;1° dosis;4;Población General;Sur
Paine;13-410;Posta de Salud Rural Rangue;Única;91;Población General;Sur
Paine;13-411;Posta de Salud Rural Abrantes;1° dosis;6;Población General;Sur
Paine;13-411;Posta de Salud Rural Abrantes;Única;194;Población General;Sur
Paine;13-412;Posta de Salud Rural Chada;1° dosis;2;Población General;Sur
Paine;13-412;Posta de Salud Rural Chada;Única;138;Población General;Sur
Pedro Aguirre Cerda;11-303;Centro de Salud Familiar Lo Valledor Norte;1° dosis;41;Población General;Sur
Pedro Aguirre Cerda;11-303;Centro de Salud Familiar Lo Valledor Norte;Única;1879;Población General;Sur
Pedro Aguirre Cerda;13-303;Centro de Salud Familiar Amador Neghme;1° dosis;49;Población General;Sur
Pedro Aguirre Cerda;13-303;Centro de Salud Familiar Amador Neghme;Única;2472;Población General;Sur
Pedro Aguirre Cerda;13-306;Centro de Salud Familiar Padre Pierre Dubois (Ex La Feria);1° dosis;244;Población General;Sur
Pedro Aguirre Cerda;13-306;Centro de Salud Familiar Padre Pierre Dubois (Ex La Feria);2° dosis;2;Población General;Sur
Pedro Aguirre Cerda;13-306;Centro de Salud Familiar Padre Pierre Dubois (Ex La Feria);Única;5165;Población General;Sur
Pedro Aguirre Cerda;13-331;Centro de Salud Familiar Edgardo Enríquez Fröedden;1° dosis;31;Población General;Sur
Pedro Aguirre Cerda;13-331;Centro de Salud Familiar Edgardo Enríquez Fröedden;Única;2065;Población General;Sur
Peñaflor;10-140;Hospital de Peñaflor;Única;310;Población General;Occidente
Peñaflor;10-308;Centro de Salud Familiar Peñaflor;1° dosis;96;Población General;Occidente
Peñaflor;10-308;Centro de Salud Familiar Peñaflor;Única;5222;Población General;Occidente
Peñaflor;10-369;Centro de Salud Familiar Dr. Fernando Monckeberg;1° dosis;63;Población General;Occidente
Peñaflor;10-369;Centro de Salud Familiar Dr. Fernando Monckeberg;Única;2418;Población General;Occidente
Peñalolén;12-101;Hospital Dr. Luis Tisné B. (Santiago, Peñalolén);Única;1336;Población General;Oriente
Peñalolén;12-105;Instituto Nacional de Rehabilitación Infantil Presidente Pedro Aguirre Cerda;1° dosis;5;Población General;Oriente
Peñalolén;12-105;Instituto Nacional de Rehabilitación Infantil Presidente Pedro Aguirre Cerda;Única;297;Población General;Oriente
Peñalolén;12-275;Centro Médico Alto Tobalaba - Vacunatorio Vacci Protex;1° dosis;39;Población General;Oriente
Peñalolén;12-275;Centro Médico Alto Tobalaba - Vacunatorio Vacci Protex;Única;507;Población General;Oriente
Peñalolén;12-300;Centro de Referencia de Salud Cordillera Oriente;Única;300;Población General;Oriente
Peñalolén;12-314;Centro de Salud Familiar La Faena;1° dosis;26;Población General;Oriente
Peñalolén;12-314;Centro de Salud Familiar La Faena;Única;2380;Población General;Oriente
Peñalolén;12-315;Centro de Salud Familiar San Luis;1° dosis;15;Población General;Oriente
Peñalolén;12-315;Centro de Salud Familiar San Luis;Única;2215;Población General;Oriente
Peñalolén;12-316;Centro de Salud Familiar Carol Urzúa Ibáñez;1° dosis;88;Población General;Oriente
Peñalolén;12-316;Centro de Salud Familiar Carol Urzúa Ibáñez;2° dosis;1;Población General;Oriente
Peñalolén;12-316;Centro de Salud Familiar Carol Urzúa Ibáñez;EPRO;4;Población General;Oriente
Peñalolén;12-316;Centro de Salud Familiar Carol Urzúa Ibáñez;Única;4445;Población General;Oriente
Peñalolén;12-318;Centro de Salud Familiar Lo Hermida;1° dosis;46;Población General;Oriente
Peñalolén;12-318;Centro de Salud Familiar Lo Hermida;EPRO;1;Población General;Oriente
Peñalolén;12-318;Centro de Salud Familiar Lo Hermida;Única;1875;Población General;Oriente
Peñalolén;12-321;Centro de Salud Familiar Cardenal Silva Henríquez;1° dosis;101;Población General;Oriente
Peñalolén;12-321;Centro de Salud Familiar Cardenal Silva Henríquez;Única;1824;Población General;Oriente
Peñalolén;12-322;Centro de Salud Familiar Padre Gerardo Whelan;1° dosis;29;Población General;Oriente
Peñalolén;12-322;Centro de Salud Familiar Padre Gerardo Whelan;EPRO;1;Población General;Oriente
Peñalolén;12-322;Centro de Salud Familiar Padre Gerardo Whelan;Única;2029;Población General;Oriente
Peñalolén;12-930;Clínica Las Condes Peñalolén;1° dosis;53;Población General;Oriente
Peñalolén;12-930;Clínica Las Condes Peñalolén;Única;862;Población General;Oriente
Peñalolén;201112;CESFAM Las Torres;1° dosis;188;Población General;Oriente
Peñalolén;201112;CESFAM Las Torres;EPRO;3;Población General;Oriente
Peñalolén;201112;CESFAM Las Torres;Única;3345;Población General;Oriente
Pirque;14-310;Centro de Salud Familiar Dr. José Manuel Balmaceda;1° dosis;16;Población General;Suroriente
Pirque;14-310;Centro de Salud Familiar Dr. José Manuel Balmaceda;Única;1426;Población General;Suroriente
Pirque;14-333;Centro de Salud Rural El Principal;1° dosis;14;Población General;Suroriente
Pirque;14-333;Centro de Salud Rural El Principal;EPRO;2;Población General;Suroriente
Pirque;14-333;Centro de Salud Rural El Principal;Única;1416;Población General;Suroriente
Providencia;12-100;Hospital Del Salvador de Santiago;EPRO;1;Población General;Oriente
Providencia;12-100;Hospital Del Salvador de Santiago;Única;2535;Población General;Oriente
Providencia;12-102;Hospital de Niños Dr. Luis Calvo Mackenna;Única;1528;Población General;Oriente
Providencia;12-103;Instituto Nacional de Enfermedades Respiratorias y Cirugía Torácica;Única;680;Población General;Oriente
Providencia;12-104;Instituto de Neurocirugía Dr. Alfonso Asenjo;Única;446;Población General;Oriente
Providencia;12-106;Instituto Nacional Geriátrico Presidente Eduardo Frei Montalva;Única;216;Población General;Oriente
Providencia;12-211;Clínica Indisa;1° dosis;457;Población General;Oriente
Providencia;12-211;Clínica Indisa;Única;3361;Población General;Oriente
Providencia;12-244;Hospital del Trabajador Santiago;Única;1203;Población General;Oriente
Providencia;12-249;Clínica Santa María;1° dosis;119;Población General;Oriente
Providencia;12-249;Clínica Santa María;Única;2723;Población General;Oriente
Providencia;12-301;Centro de Salud Familiar Dr. Hernán Alessandri;1° dosis;34;Población General;Oriente
Providencia;12-301;Centro de Salud Familiar Dr. Hernán Alessandri;EPRO;3;Población General;Oriente
Providencia;12-301;Centro de Salud Familiar Dr. Hernán Alessandri;Única;3235;Población General;Oriente
Providencia;12-302;Centro de Salud Familiar Dr. Alfonso Leng;1° dosis;39;Población General;Oriente
Providencia;12-302;Centro de Salud Familiar Dr. Alfonso Leng;2° dosis;1;Población General;Oriente
Providencia;12-302;Centro de Salud Familiar Dr. Alfonso Leng;EPRO;1;Población General;Oriente
Providencia;12-302;Centro de Salud Familiar Dr. Alfonso Leng;Única;6574;Población General;Oriente
Providencia;12-303;Centro de Salud Familiar Aguilucho;1° dosis;48;Población General;Oriente
Providencia;12-303;Centro de Salud Familiar Aguilucho;Única;5730;Población General;Oriente
Providencia;12-922;Vacunatorio Mediclown;1° dosis;14;Población General;Oriente
Providencia;12-922;Vacunatorio Mediclown;Única;479;Población General;Oriente
Providencia;12-943;Vacunatorio RENVAC;1° dosis;2;Población General;Oriente
Providencia;12-943;Vacunatorio RENVAC;Única;63;Población General;Oriente
Providencia;12-944;Vacunatorio Internacional Immunitas SpA;1° dosis;21;Población General;Oriente
Providencia;12-944;Vacunatorio Internacional Immunitas SpA;Única;188;Población General;Oriente
Providencia;12-945;Vacunatorio Clínica El Bosque;1° dosis;36;Población General;Oriente
Providencia;12-945;Vacunatorio Clínica El Bosque;EPRO;1;Población General;Oriente
Providencia;12-945;Vacunatorio Clínica El Bosque;Única;469;Población General;Oriente
Providencia;12-998;Centro Médico HTS SpA;Única;380;Población General;Oriente
Providencia;14-104;Hospital Metropolitano ( ex Militar );Única;449;Población General;Oriente
Providencia;200919;VACUMED;1° dosis;7;Población General;Oriente
Providencia;200919;VACUMED;Única;461;Población General;Oriente
Providencia;201156;VAXPROSALUD;1° dosis;49;Población General;Oriente
Providencia;201156;VAXPROSALUD;Única;532;Población General;Oriente
Pudahuel;10-300;Centro de Referencia de Salud Salvador Allende;Única;316;Población General;Occidente
Pudahuel;10-350;Centro de Salud Familiar Pudahuel Estrella;1° dosis;222;Población General;Occidente
Pudahuel;10-350;Centro de Salud Familiar Pudahuel Estrella;EPRO;4;Población General;Occidente
Pudahuel;10-350;Centro de Salud Familiar Pudahuel Estrella;Única;4955;Población General;Occidente
Pudahuel;10-351;Centro de Salud Familiar Pudahuel Poniente;1° dosis;78;Población General;Occidente
Pudahuel;10-351;Centro de Salud Familiar Pudahuel Poniente;EPRO;1;Población General;Occidente
Pudahuel;10-351;Centro de Salud Familiar Pudahuel Poniente;Única;3142;Población General;Occidente
Pudahuel;10-352;Centro de Salud Familiar Dr. Gustavo Molina;1° dosis;89;Población General;Occidente
Pudahuel;10-352;Centro de Salud Familiar Dr. Gustavo Molina;EPRO;1;Población General;Occidente
Pudahuel;10-352;Centro de Salud Familiar Dr. Gustavo Molina;Única;5228;Población General;Occidente
Pudahuel;10-353;Centro de Salud Familiar Cardenal Raúl Silva Henríquez;1° dosis;96;Población General;Occidente
Pudahuel;10-353;Centro de Salud Familiar Cardenal Raúl Silva Henríquez;2° dosis;1;Población General;Occidente
Pudahuel;10-353;Centro de Salud Familiar Cardenal Raúl Silva Henríquez;Única;3801;Población General;Occidente
Pudahuel;10-354;Centro de Salud Familiar Violeta Parra;1° dosis;142;Población General;Occidente
Pudahuel;10-354;Centro de Salud Familiar Violeta Parra;Única;8310;Población General;Occidente
Pudahuel;201146;Centro Medico y Dental Del Valle;1° dosis;7;Población General;Occidente
Pudahuel;201146;Centro Medico y Dental Del Valle;Única;344;Población General;Occidente
Puente Alto;14-101;Complejo Hospitalario Dr. Sótero del Río (Santiago, Puente Alto);1° dosis;6;Población General;Suroriente
Puente Alto;14-101;Complejo Hospitalario Dr. Sótero del Río (Santiago, Puente Alto);Única;2621;Población General;Suroriente
Puente Alto;14-232;Centro Médico y Dental Megasalud Puente Alto;Única;1;Población General;Suroriente
Puente Alto;14-301;Centro de Salud Familiar Dr. Alejandro del Río;1° dosis;159;Población General;Suroriente
Puente Alto;14-301;Centro de Salud Familiar Dr. Alejandro del Río;EPRO;2;Población General;Suroriente
Puente Alto;14-301;Centro de Salud Familiar Dr. Alejandro del Río;Única;6130;Población General;Suroriente
Puente Alto;14-312;Centro de Salud Familiar San Gerónimo;1° dosis;167;Población General;Suroriente
