Comuna;CODIGO_DEIS;Establecimiento;Dosis;N° de vacunados;Criterio_elegibilidad;Vacuna;Servicio;Código Antiguo ;latitud;longitud
Puente Alto;14-322;Centro de Salud Familiar Padre Manuel Villaseca;Única;29;Personas 65 años de edad;Neumocócica polisacárida 23V;Suroriente;14-322;-33.583959;-70.556326
Puente Alto;14-323;Centro de Salud Familiar Madre Teresa de Calcuta Red de Salud UC CHRISTUS;Única;15;Personas 65 años de edad;Neumocócica polisacárida 23V;Suroriente;14-323;-33.614332;-70.552683
Puente Alto;14-326;Centro de Salud Familiar Karol Wojtyla;Única;16;Personas 65 años de edad;Neumocócica polisacárida 23V;Suroriente;14-326;-33.625966;-70.625759
Puente Alto;14-329;Centro de Salud Familiar San Alberto Hurtado Red de Salud UC CHRISTUS;Única;18;Personas 65 años de edad;Neumocócica polisacárida 23V;Suroriente;14-329;-33.59663;-70.556535
Puente Alto;14-332;Centro de Salud Familiar Laurita Vicuña;Única;12;Personas 65 años de edad;Neumocócica polisacárida 23V;Suroriente;14-332;-33.591149;-70.595281
Quilicura;09-313;Centro de Salud Familiar Irene Frei de Cid;Única;18;Personas 65 años de edad;Neumocócica polisacárida 23V;Norte;09-313;-33.365842;-70.746633
Quilicura;09-315;Centro de Salud Familiar Manuel Bustos Huerta;Única;28;Personas 65 años de edad;Neumocócica polisacárida 23V;Norte;09-315;-33.354232;-70.720395
Quilicura;09-324;Centro de Salud Familiar Presidente Salvador Allende Gossens;Única;30;Personas 65 años de edad;Neumocócica polisacárida 23V;Norte;09-324;-33.354498;-70.737981
Quilicura;201091;CESFAM Marta Ugarte Román;Única;11;Personas 65 años de edad;Neumocócica polisacárida 23V;Norte;201091;-33.369414;-70.73201
Quinta Normal;10-120;Hospital Dr. Félix Bulnes Cerda (Santiago, Quinta Normal);Única;1;Personas 65 años de edad;Neumocócica polisacárida 23V;Occidente;10-120;-33.415057;-70.696103
Quinta Normal;10-310;Centro de Salud Familiar Andes;Única;5;Personas 65 años de edad;Neumocócica polisacárida 23V;Occidente;10-310;-33.434192;-70.692944
Quinta Normal;10-320;Centro de Salud Familiar Lo Franco;Única;25;Personas 65 años de edad;Neumocócica polisacárida 23V;Occidente;10-320;-33.422508;-70.694803
Quinta Normal;10-325;Centro de Salud Familiar Garín;Única;33;Personas 65 años de edad;Neumocócica polisacárida 23V;Occidente;10-325;-33.430421;-70.714351
Recoleta;09-201;Clínica Dávila;Única;6;Personas 65 años de edad;Neumocócica polisacárida 23V;Norte;09-201;-33.427257;-70.648544
Recoleta;09-301;Centro de Salud Familiar Recoleta;Única;22;Personas 65 años de edad;Neumocócica polisacárida 23V;Norte;09-301;-33.423922;-70.645768
Recoleta;09-303;Centro de Salud Familiar Quinta Bella;Única;35;Personas 65 años de edad;Neumocócica polisacárida 23V;Norte;09-303;-33.403207;-70.634602
Recoleta;09-304;Centro de Salud Familiar Valdivieso;Única;17;Personas 65 años de edad;Neumocócica polisacárida 23V;Norte;09-304;-33.410322;-70.631219
Recoleta;09-307;Centro de Salud Familiar Dr. Juan Petrinovic (Ex Scroggie);Única;46;Personas 65 años de edad;Neumocócica polisacárida 23V;Norte;09-307;-33.384392;-70.644939
Recoleta;09-390;Centro de Salud Familiar Cristo Vive (ONG);Única;49;Personas 65 años de edad;Neumocócica polisacárida 23V;Norte;09-390;-33.387053;-70.641803
Renca;10-360;Centro de Salud Familiar Renca;Única;37;Personas 65 años de edad;Neumocócica polisacárida 23V;Occidente;10-360;-33.403452;-70.709698
Renca;10-361;Centro de Salud Familiar Bicentenario;Única;25;Personas 65 años de edad;Neumocócica polisacárida 23V;Occidente;10-361;-33.397669;-70.749713
Renca;10-362;Centro de Salud Familiar Dr. Hernán Urzúa Merino;Única;8;Personas 65 años de edad;Neumocócica polisacárida 23V;Occidente;10-362;-33.411478;-70.728472
Renca;10-364;Centro de Salud Familiar Huamachuco;Única;15;Personas 65 años de edad;Neumocócica polisacárida 23V;Occidente;10-364;-33.39126;-70.698932
San Bernardo;13-313;Centro de Salud Familiar Raúl Cuevas (Ex-San Bernardo);Única;79;Personas 65 años de edad;Neumocócica polisacárida 23V;Sur;13-313;-33.597631;-70.714846
San Bernardo;13-315;Centro de Salud Familiar Confraternidad;Única;33;Personas 65 años de edad;Neumocócica polisacárida 23V;Sur;13-315;-33.589661;-70.682857
San Bernardo;13-316;Centro de Salud Familiar Carol Urzúa;Única;17;Personas 65 años de edad;Neumocócica polisacárida 23V;Sur;13-316;-33.575808;-70.703607
San Bernardo;13-328;Centro de Salud Familiar Padre Joan Alsina;Única;20;Personas 65 años de edad;Neumocócica polisacárida 23V;Sur;13-328;-33.613987;-70.697869
San Bernardo;13-330;Centro de Salud Familiar Raúl Brañes F.;Única;92;Personas 65 años de edad;Neumocócica polisacárida 23V;Sur;13-330;-33.59866;-70.68036
San Bernardo;13-332;Centro de Salud Familiar Juan Pablo II ( San Bernardo);Única;18;Personas 65 años de edad;Neumocócica polisacárida 23V;Sur;13-332;-33.584476;-70.692076
San Bernardo;13-394;Centro de Salud Familiar El Manzano;Única;35;Personas 65 años de edad;Neumocócica polisacárida 23V;Sur;13-394;-33.590706;-70.666217
San Joaquín;13-301;Centro de Salud Familiar San Joaquín;EPRO;1;Personas 65 años de edad;Neumocócica polisacárida 23V;Sur;13-301;-33.486494;-70.623533
San Joaquín;13-301;Centro de Salud Familiar San Joaquín;Única;62;Personas 65 años de edad;Neumocócica polisacárida 23V;Sur;13-301;-33.486494;-70.623533
San Joaquín;13-305;Centro de Salud Familiar Arturo Baeza Goñi;Única;19;Personas 65 años de edad;Neumocócica polisacárida 23V;Sur;13-305;-33.491964;-70.633221
San Joaquín;13-322;Centro de Salud Familiar Santa Teresa de Los Andes;Única;2;Personas 65 años de edad;Neumocócica polisacárida 23V;Sur;13-322;-33.506303;-70.624386
San José de Maipo;14-102;Hospital San José de Maipo;Única;13;Personas 65 años de edad;Neumocócica polisacárida 23V;Suroriente;14-102;-33.641256;-70.352299
San José de Maipo;14-407;Posta de Salud Rural Las Vertientes;Única;11;Personas 65 años de edad;Neumocócica polisacárida 23V;Suroriente;14-407;-33.592102;-70.482171
San Miguel;13-300;Centro de Salud Familiar Barros Luco;Única;21;Personas 65 años de edad;Neumocócica polisacárida 23V;Sur;13-300;-33.48279;-70.648764
San Miguel;13-302;Centro de Salud Familiar Recreo;Única;26;Personas 65 años de edad;Neumocócica polisacárida 23V;Sur;13-302;-33.510116;-70.64902
San Ramón;14-103;Hospital Padre Alberto Hurtado (San Ramón);Única;10;Personas 65 años de edad;Neumocócica polisacárida 23V;Suroriente;14-103;-33.5525;-70.635024
San Ramón;14-307;Centro de Salud Familiar La Bandera;Única;5;Personas 65 años de edad;Neumocócica polisacárida 23V;Suroriente;14-307;-33.545428;-70.644824
San Ramón;14-314;Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón);Única;30;Personas 65 años de edad;Neumocócica polisacárida 23V;Suroriente;14-314;-33.537986;-70.640552
San Ramón;14-328;Centro de Salud Familiar Poetisa Gabriela Mistral;Única;14;Personas 65 años de edad;Neumocócica polisacárida 23V;Suroriente;14-328;-33.551606;-70.640729
Santiago;10-100;Hospital San Juan de Dios (Santiago, Santiago);Única;6;Personas 65 años de edad;Neumocócica polisacárida 23V;Central;10-100;-33.442394;-70.679188
Santiago;11-100;Hospital Clínico San Borja Arriarán;Única;23;Personas 65 años de edad;Neumocócica polisacárida 23V;Central;11-100;-33.460498;-70.64232
Santiago;11-267;Centro Médico Vida Integra Alameda;Única;7;Personas 65 años de edad;Neumocócica polisacárida 23V;Central;11-267;-33.446412;-70.658798
Santiago;11-284;Centro Médico y Dental Megasalud Alameda;Única;2;Personas 65 años de edad;Neumocócica polisacárida 23V;Central;11-284;-33.444915;-70.657657
Santiago;11-291;Centro Médico y Dental Fundación Asistencial Trabajadores Del Banco del Estado de Chile;Única;3;Personas 65 años de edad;Neumocócica polisacárida 23V;Central;11-291;-33.442973;-70.655523
Santiago;11-292;Vacunatorio Marcoleta de la Pontificia Universidad Católica de Chile;Única;10;Personas 65 años de edad;Neumocócica polisacárida 23V;Central;11-292;-33.442163;-70.640257
Santiago;11-300;Centro de Salud Familiar N° 1 Dr. Ramón Corbalán Melgarejo;Única;45;Personas 65 años de edad;Neumocócica polisacárida 23V;Central;11-300;-33.455442;-70.652731
Santiago;11-301;Centro de Salud Familiar Nº 5;Única;29;Personas 65 años de edad;Neumocócica polisacárida 23V;Central;11-301;-33.45118;-70.673769
Santiago;11-370;Centro de Salud Familiar Padre Orellana;Única;24;Personas 65 años de edad;Neumocócica polisacárida 23V;Central;11-370;-33.466621;-70.629593
Santiago;11-372;Centro de Salud Familiar Arauco;Única;20;Personas 65 años de edad;Neumocócica polisacárida 23V;Central;11-372;-33.46803;-70.670454
Santiago;11-376;Centro de Salud Familiar Matta Sur;Única;29;Personas 65 años de edad;Neumocócica polisacárida 23V;Central;11-376;-33.461578;-70.655451
Santiago;11-381;Centro de Salud Familiar Ignacio Domeyko;Única;111;Personas 65 años de edad;Neumocócica polisacárida 23V;Central;11-381;-33.438921;-70.672467
Talagante;10-390;Centro de Salud Familiar Dr. Alberto Allende Jones;Única;60;Personas 65 años de edad;Neumocócica polisacárida 23V;Occidente;10-390;-33.669665;-70.937614
Tiltil;09-104;Hospital de Til Til;Única;24;Personas 65 años de edad;Neumocócica polisacárida 23V;Norte;09-104;-33.086793;-70.924522
Tiltil;09-320;Centro de Salud Familiar Huertos Familiares;Única;15;Personas 65 años de edad;Neumocócica polisacárida 23V;Norte;09-320;-33.135821;-70.799456
Tiltil;09-410;Posta de Salud Rural La Capilla de Caleu;Única;1;Personas 65 años de edad;Neumocócica polisacárida 23V;Norte;09-410;-33.002937;-70.995072
Vitacura;12-200;Clínica Alemana;Única;30;Personas 65 años de edad;Neumocócica polisacárida 23V;Oriente;12-200;-33.391276;-70.572983
Vitacura;12-201;Clínica Tabancura;Única;4;Personas 65 años de edad;Neumocócica polisacárida 23V;Oriente;12-201;-33.38216;-70.53534
Vitacura;12-309;Centro de Salud Familiar Vitacura;Única;42;Personas 65 años de edad;Neumocócica polisacárida 23V;Oriente;12-309;-33.38985;-70.555009
Vitacura;201092;Vacunatorio Medicien_Vitacura;Única;2;Personas 65 años de edad;Neumocócica polisacárida 23V;Oriente;201092;-33.371854;-70.518529
Ñuñoa;12-240;Hospital Carabineros;Única;8;Personas 65 años de edad;Neumocócica polisacárida 23V;Oriente;12-240;-33.450658;-70.608463
Ñuñoa;12-310;Centro de Salud Familiar Rosita Renard;Única;54;Personas 65 años de edad;Neumocócica polisacárida 23V;Oriente;12-310;-33.469243;-70.602904
Ñuñoa;12-311;Centro de Salud Familiar Salvador Bustos;Única;347;Personas 65 años de edad;Neumocócica polisacárida 23V;Oriente;12-311;-33.465998;-70.587774
Ñuñoa;201093;Vacunatorio Medicien_Ñuñoa;Única;3;Personas 65 años de edad;Neumocócica polisacárida 23V;Oriente;201093;-33.455441;-70.595222
Alhué;10-393;Centro de Salud Familiar Villa Alhué;1ra dosis;25;Vacunación Programática;SRP (trivirica) Monodosis;Occidente;10-393;-34.032484;-71.100076
Buin;13-320;Centro de Salud Familiar Maipo;1ra dosis;46;Vacunación Programática;SRP (trivirica) Monodosis;Sur;13-320;-33.734885;-70.784598
Buin;13-333;Centro de Salud Familiar Alto Jahuel;1ra dosis;22;Vacunación Programática;SRP (trivirica) Monodosis;Sur;13-333;-33.735249;-70.684161
Buin;13-390;Centro de Salud Familiar Dr. Héctor García;1ra dosis;106;Vacunación Programática;SRP (trivirica) Monodosis;Sur;13-390;-33.737754;-70.741333
Buin;13-402;Centro Comunitario de Salud Familiar Dr. Ramón Galindo;1ra dosis;11;Vacunación Programática;SRP (trivirica) Monodosis;Sur;13-402;-33.75109;-70.735556
Buin;13-404;Posta de Salud Rural Valdivia de Paine;1ra dosis;10;Vacunación Programática;SRP (trivirica) Monodosis;Sur;13-404;-33.811928;-70.86063
Buin;13-405;Posta de Salud Rural Viluco;1ra dosis;8;Vacunación Programática;SRP (trivirica) Monodosis;Sur;13-405;-33.782229;-70.791771
Buin;13-407;Posta de Salud Rural Los Morros;1ra dosis;2;Vacunación Programática;SRP (trivirica) Monodosis;Sur;13-407;-33.67046;-70.665548
Buin;13-790;Centro Comunitario de Salud Familiar Dr. Héctor García;1ra dosis;20;Vacunación Programática;SRP (trivirica) Monodosis;Sur;13-790;-33.711787;-70.739533
Buin;201098;Centro Medico KINEROD;1ra dosis;7;Vacunación Programática;SRP (trivirica) Monodosis;Sur;201098;-33.73418;-70.744272
Buin;201162;KUME FELEN SPA;1ra dosis;13;Vacunación Programática;SRP (trivirica) Monodosis;Sur;201162;-33.730461;-70.741187
Calera de Tango;13-321;Centro de Salud Familiar Calera de Tango;1ra dosis;19;Vacunación Programática;SRP (trivirica) Monodosis;Sur;13-321;-33.636009;-70.811012
Calera de Tango;13-334;Centro de Salud Familiar Los Bajos de San Agustín;1ra dosis;23;Vacunación Programática;SRP (trivirica) Monodosis;Sur;13-334;-33.625946;-70.782415
Cerrillos;11-305;Centro de Salud Familiar Dr. Norman Voulliéme;1ra dosis;68;Vacunación Programática;SRP (trivirica) Monodosis;Central;11-305;-33.49331;-70.719201
Cerrillos;11-307;Centro de Salud Familiar Enfermera Sofía Pincheira;1ra dosis;40;Vacunación Programática;SRP (trivirica) Monodosis;Central;11-307;-33.501479;-70.733545
Cerro Navia;10-330;Centro de Salud Familiar Dr. Adalberto Steeger;1ra dosis;96;Vacunación Programática;SRP (trivirica) Monodosis;Occidente;10-330;-33.417518;-70.741198
Cerro Navia;10-331;Centro de Salud Familiar Lo Amor;1ra dosis;43;Vacunación Programática;SRP (trivirica) Monodosis;Occidente;10-331;-33.417581;-70.717399
Cerro Navia;10-335;Centro de Salud Familiar Cerro Navia;1ra dosis;50;Vacunación Programática;SRP (trivirica) Monodosis;Occidente;10-335;-33.419555;-70.750834
Cerro Navia;10-355;Centro de Salud Familiar Dr. Arturo Albertz;1ra dosis;61;Vacunación Programática;SRP (trivirica) Monodosis;Occidente;10-355;-33.433502;-70.731655
Colina;09-310;Centro de Salud Familiar Colina;1ra dosis;142;Vacunación Programática;SRP (trivirica) Monodosis;Norte;09-310;-33.205979;-70.670553
Colina;09-316;Centro de Salud Familiar Esmeralda;1ra dosis;145;Vacunación Programática;SRP (trivirica) Monodosis;Norte;09-316;-33.184133;-70.653657
Colina;09-417;Posta de Salud Rural Los Ingleses;1ra dosis;2;Vacunación Programática;SRP (trivirica) Monodosis;Norte;09-417;-33.267323;-70.678694
Colina;09-418;Posta de Salud Rural Las Canteras;1ra dosis;2;Vacunación Programática;SRP (trivirica) Monodosis;Norte;09-418;-33.3043;-70.689015
Colina;09-419;Posta de Salud Rural Santa Marta de Liray;1ra dosis;2;Vacunación Programática;SRP (trivirica) Monodosis;Norte;09-419;-33.240239;-70.736763
Colina;09-905;Centro Médico Clínica Alemana de Chicureo;1ra dosis;85;Vacunación Programática;SRP (trivirica) Monodosis;Norte;09-905;-33.286284;-70.651801
Colina;09-927;Centro Médico Clinica Las Condes de Chicureo (Servicios de Salud Integrados S.A.);1ra dosis;69;Vacunación Programática;SRP (trivirica) Monodosis;Norte;09-927;-33.283002;-70.651101
Colina;201087;VACUNATORIO CHICUREO SpA;1ra dosis;1;Vacunación Programática;SRP (trivirica) Monodosis;Norte;201087;-33.278421;-70.706218
Conchalí;09-302;Centro de Salud Familiar Lucas Sierra;1ra dosis;72;Vacunación Programática;SRP (trivirica) Monodosis;Norte;09-302;-33.388856;-70.671249
Conchalí;09-308;Centro de Salud Familiar Alberto Bachelet Martínez;1ra dosis;55;Vacunación Programática;SRP (trivirica) Monodosis;Norte;09-308;-33.394414;-70.658337
Conchalí;09-309;Centro de Salud Familiar José Symon Ojeda;1ra dosis;64;Vacunación Programática;SRP (trivirica) Monodosis;Norte;09-309;-33.378315;-70.692373
Conchalí;09-314;Centro de Salud Familiar Juanita Aguirre;1ra dosis;48;Vacunación Programática;SRP (trivirica) Monodosis;Norte;09-314;-33.370386;-70.683005
Curacaví;10-160;Hospital de Curacaví;1ra dosis;59;Vacunación Programática;SRP (trivirica) Monodosis;Occidente;10-160;-33.4095;-71.145664
El Bosque;13-312;Centro de Salud Familiar Dr. Carlos Lorca Tobar;1ra dosis;78;Vacunación Programática;SRP (trivirica) Monodosis;Sur;13-312;-33.554149;-70.666968
El Bosque;13-314;Centro de Salud Familiar Cóndores de Chile;1ra dosis;47;Vacunación Programática;SRP (trivirica) Monodosis;Sur;13-314;-33.561362;-70.674691
El Bosque;13-317;Centro de Salud Familiar Santa Laura;1ra dosis;57;Vacunación Programática;SRP (trivirica) Monodosis;Sur;13-317;-33.552491;-70.688809
El Bosque;13-323;Centro de Salud Familiar Dr. Mario Salcedo;1ra dosis;76;Vacunación Programática;SRP (trivirica) Monodosis;Sur;13-323;-33.582081;-70.668768
El Bosque;13-324;Centro de Salud Familiar Dra. Haydeé López Casoou;1ra dosis;55;Vacunación Programática;SRP (trivirica) Monodosis;Sur;13-324;-33.572212;-70.667054
El Bosque;13-329;Centro de Salud Familiar Canciller Orlando Letelier;1ra dosis;41;Vacunación Programática;SRP (trivirica) Monodosis;Sur;13-329;-33.578041;-70.67785
El Monte;10-370;Centro de Salud Familiar El Monte;1ra dosis;69;Vacunación Programática;SRP (trivirica) Monodosis;Occidente;10-370;-33.681919;-70.986091
Estación Central;11-230;Clínica Hospital del Profesor;1ra dosis;59;Vacunación Programática;SRP (trivirica) Monodosis;Central;11-230;-33.457755;-70.702639
Estación Central;11-295;Red Salud Santiago ex Clínica Bicentenario;1ra dosis;113;Vacunación Programática;SRP (trivirica) Monodosis;Central;11-295;-33.457336;-70.701792
Estación Central;11-302;Centro de Salud Familiar Padre Vicente Irarrázabal;1ra dosis;60;Vacunación Programática;SRP (trivirica) Monodosis;Central;11-302;-33.47284;-70.691894
Estación Central;11-306;Centro de Salud Familiar San José de Chuchunco;1ra dosis;36;Vacunación Programática;SRP (trivirica) Monodosis;Central;11-306;-33.473682;-70.705982
Estación Central;11-310;Centro de Salud Familiar Las Mercedes;1ra dosis;140;Vacunación Programática;SRP (trivirica) Monodosis;Central;11-310;-33.451977;-70.703928
